,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
pagerank,Piecewise Linear Fit,0.9998112543857197,0.012858185315162392,-0.18412353996887829,1.0,0.11657414750198256,1.1985243514288668,0.025716371155357486,0.004898051164913843,0.0002790731252532274,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point4_R1C2_segmentation_labels.tiff,23302,2522,,,,,,,
betweenness,Exponential Saturation Fit,0.9999997836948556,0.16521289429022493,-1.010713175101541,1.0,1.0,1.325161784716409,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point4_R1C2_segmentation_labels.tiff,23302,2522,0.013302521670272502,2.88082129278386,-5.3398048166156955e-05,,,,
closeness,Piecewise Linear Fit,0.9999944291270708,0.193644723867713,-0.24153482268624182,1.0,0.9456780333068993,2.830326086650111,0.38728944809919014,0.1064672194486611,0.0647407123713226,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point4_R1C2_segmentation_labels.tiff,23302,2522,,,,,,,
clustering,Exponential Saturation Fit,0.9999726932893926,0.010906916180611303,0.16274572223683928,1.0,0.1887390959555908,1.3277499987367203,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point4_R1C2_segmentation_labels.tiff,23302,2522,-0.21142732550790544,63.551160525563446,0.7552770509207398,,,,
degree,Michaelis-Menten Fit,0.9999765890580697,0.02195698022159907,-0.4361025534220497,1.0,0.9943095599393019,1.1596812246804888,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point8_R2C12_segmentation_labels.tiff,31464,2636,,,,,17.003241031284922,0.024139380960573012,10.472471246777442
pagerank,Piecewise Linear Fit,0.9998619632747872,0.015538001429410241,-0.1943230424518461,1.0,0.11798179059180576,1.2002923050466117,0.031076003624308592,0.004059632360335731,0.0002615281441263694,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point8_R2C12_segmentation_labels.tiff,31464,2636,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999994085967572,0.17634629441663055,-1.024034750087027,1.0,1.0,1.2204430496480798,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point8_R2C12_segmentation_labels.tiff,31464,2636,,,,,0.020996873031034397,0.6438568580212157,-0.0001059557791351365
closeness,Exponential Saturation Fit,0.9999997686404327,0.19003467728880669,-0.27763964629362464,1.0,1.0,1.888550134436064,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point8_R2C12_segmentation_labels.tiff,31464,2636,0.08587553890882679,1.8504849958728173,0.06624217162570499,,,,
clustering,Exponential Saturation Fit,0.9999876298219518,0.012713771872135066,0.1540823976069933,1.0,0.19613050075872535,1.2169656572733167,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point8_R2C12_segmentation_labels.tiff,31464,2636,-0.20524896762802014,54.5193973916727,0.7686608734325627,,,,
degree,Piecewise Linear Fit,0.9999999999999133,0.2460784313714685,-0.35145693167302483,1.0,0.9994432071269488,1.1637947649660627,0.49215686274509796,22.77393100592259,10.341374338525938,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,13021,1796,,,,,,,
pagerank,Piecewise Linear Fit,0.9999765871534201,0.013334526066966192,-0.16163573578772994,1.0,0.10634743875278396,1.092702758937623,0.026669052584478905,0.005919267053671693,0.000409393408982281,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,13021,1796,,,,,,,
betweenness,Exponential Saturation Fit,0.999999954122351,0.13376595236947336,-1.026542675130382,1.0,1.0,1.2052362786327206,,,,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,13021,1796,0.013331506247740895,4.351530569769195,-0.0001521073461787139,,,,
closeness,Piecewise Linear Fit,0.9999976000988107,0.197223220393963,-0.26353805709668954,1.0,0.9292873051224945,2.276672430045007,0.3944464411291527,0.11559653143504113,0.06371032469765407,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,13021,1796,,,,,,,
clustering,Piecewise Linear Fit,0.9999949058053844,0.01666666663935289,0.14808348817815054,1.0,0.12639198218262807,1.1187844472878927,0.0333333332781286,-5.775322283447949,0.7462628258652433,tma_controls_mibitof:201005_Slide29Stain3Run_shuffled_4b_Point8_R8C10_segmentation_labels.tiff,13021,1796,,,,,,,
degree,Exponential Saturation Fit,0.9999980123760095,0.017687807224794086,-0.3854904919327509,1.0,0.27419354838709675,1.2133100398246734,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point4_R6C11_segmentation_labels.tiff,22659,2480,10.811413251459708,39.18785224074704,8.617224480693238,,,,
pagerank,Piecewise Linear Fit,0.9998637079502104,0.014485806497982036,-0.18241215884698556,1.0,0.12217741935483871,1.1853564696394379,0.028971613655804293,0.0043907013077859516,0.00028507369703285304,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point4_R6C11_segmentation_labels.tiff,22659,2480,,,,,,,
betweenness,Exponential Saturation Fit,0.9999996339011592,0.17048737615736428,-1.0145051169773749,1.0,1.0,1.3046510376370322,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point4_R6C11_segmentation_labels.tiff,22659,2480,0.014122016353695206,2.6511277166575664,-7.342269290540783e-05,,,,
closeness,Piecewise Linear Fit,0.9999949598988185,0.19499290974963407,-0.23986236959824458,1.0,0.9463709677419355,2.729823624231221,0.3899858198686325,0.10558291627242249,0.06524430156029817,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point4_R6C11_segmentation_labels.tiff,22659,2480,,,,,,,
clustering,Piecewise Linear Fit,0.9999719956230018,0.015999962655183702,0.14053064318470343,1.0,0.1314516129032258,1.2850981217778206,0.031999925309796236,-5.6023948918360045,0.7274926510103445,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point4_R6C11_segmentation_labels.tiff,22659,2480,,,,,,,
degree,Michaelis-Menten Fit,0.9999121918569059,0.020598265324489905,-0.4386666357109296,1.0,0.9791411042944785,1.4306984904090991,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point13_R1C4_segmentation_labels.tiff,39202,3260,,,,,17.112064969880084,0.02246792498949534,10.473283646831074
pagerank,Piecewise Linear Fit,0.999588401008468,0.015213203423308163,-0.19322241746670524,1.0,0.11625766871165644,1.3186028975346333,0.030426407758218102,0.0033376862068955643,0.00021201295435375626,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point13_R1C4_segmentation_labels.tiff,39202,3260,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999319374947,0.1985332887629034,-0.9338710428657646,1.0,0.9588957055214724,1.4035469714372557,0.39706657968697784,0.01837275175978596,0.0002582927564598465,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point13_R1C4_segmentation_labels.tiff,39202,3260,,,,,,,
closeness,Piecewise Linear Fit,0.9999947370243519,0.19578763132079197,-0.24691470008615088,1.0,0.9527607361963191,3.187660116764771,0.3915752629916555,0.11185580782074993,0.06679454792029765,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point13_R1C4_segmentation_labels.tiff,39202,3260,,,,,,,
clustering,Exponential Saturation Fit,0.9999026451557199,0.010741222706884854,0.169444593412595,1.0,0.17208588957055215,1.5210799559678854,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4b_Point13_R1C4_segmentation_labels.tiff,39202,3260,-0.2248145205939308,64.53149701108543,0.7757937869758159,,,,
degree,Piecewise Linear Fit,0.9999468617078214,0.018916741730935775,-0.2930725092234112,1.0,0.15749870264660093,1.191739788708361,0.037833483461881964,363.2855501106598,16.576553758665202,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point3_R3C2_segmentation_labels.tiff,56108,3854,,,,,,,
pagerank,Piecewise Linear Fit,0.9997646389001413,0.013774671629569276,-0.1827714965387966,1.0,0.1196159833938765,1.2315388695628444,0.02754934418530894,0.0029745437406519405,0.0001832046734444994,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point3_R3C2_segmentation_labels.tiff,56108,3854,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999983786248062,0.19335587742306745,-0.996759824811068,1.0,1.0,1.3029033450532843,,,,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point3_R3C2_segmentation_labels.tiff,56108,3854,,,,,0.01950042652937262,0.8709723675868403,1.1516008709806932e-05
closeness,Piecewise Linear Fit,0.9999937841535647,0.19567982829585856,-0.23861690620871956,1.0,0.9540736896730669,3.2958513357559265,0.39135965695894637,0.10657094678767558,0.06654062894136784,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point3_R3C2_segmentation_labels.tiff,56108,3854,,,,,,,
clustering,Piecewise Linear Fit,0.9999006346788727,0.01847681343668481,0.14157833931801128,1.0,0.1523092890503373,1.5935104126037927,0.036953626872630894,-5.002246399318816,0.7452484129144421,tma_controls_mibitof:201007_Slide21Stain1Run_shuffled_4a_Point3_R3C2_segmentation_labels.tiff,56108,3854,,,,,,,
degree,Michaelis-Menten Fit,0.9999696426876731,0.03873566802754454,-0.3262785193431349,1.0,1.0,1.121691432909398,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point5_R6C10_segmentation_labels.tiff,7423,1403,,,,,6.492060788463269,0.04603282153544551,6.125634705658738
pagerank,Piecewise Linear Fit,0.99999270223375,0.015210990936366253,-0.14057353450389273,1.0,0.12687099073414113,1.0628506697034454,0.030421982389745927,0.00588417645562035,0.000547202813820449,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point5_R6C10_segmentation_labels.tiff,7423,1403,,,,,,,
betweenness,Exponential Saturation Fit,0.9999999602182147,0.14087232050734488,-1.0509927408783248,1.0,1.0,1.1774442062855797,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point5_R6C10_segmentation_labels.tiff,7423,1403,0.02116828279065452,3.9654247665436295,-0.0004395815179697638,,,,
closeness,Piecewise Linear Fit,0.999999999610692,0.20944071307742906,-0.21705241110945558,1.0,0.9750534568781183,1.03680799473556,0.4188814266542301,0.08388163811160806,0.06337180652940748,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point5_R6C10_segmentation_labels.tiff,7423,1403,,,,,,,
clustering,Exponential Saturation Fit,0.9999964374289324,0.008207902746807529,0.18228626151517552,1.0,0.14255167498218105,1.1067658455229468,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point5_R6C10_segmentation_labels.tiff,7423,1403,-0.23639209621329707,84.44875656605109,0.7666050237205033,,,,
degree,Exponential Saturation Fit,0.9999985897394217,0.012122503309319693,-0.41548207783837904,1.0,0.2130718954248366,1.0523766334412807,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point10_R7C7_segmentation_labels.tiff,2298,765,3.7321276869873725,57.17855156201575,2.6252582688363897,,,,
pagerank,Piecewise Linear Fit,0.9999966702084628,0.008876776591368185,-0.18850162169771273,1.0,0.0915032679738562,1.0416544195162452,0.017753553257136075,0.023862399453950713,0.0009118889324068801,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point10_R7C7_segmentation_labels.tiff,2298,765,,,,,,,
betweenness,Piecewise Linear Fit,0.9999998437183979,0.163260498142471,-0.9931191716159292,1.0,0.9032679738562092,1.1427658128516485,0.32652099657487466,0.11261957520155168,0.00012738966409635006,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point10_R7C7_segmentation_labels.tiff,2298,765,,,,,,,
closeness,Piecewise Linear Fit,0.99999718066216,0.035146993498396936,0.4004595940460397,0.9908496732026144,0.2770448548812665,1.032043841541929,0.07029398699160236,-1.3540212562886718,0.16642767398222286,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point10_R7C7_segmentation_labels.tiff,2298,765,,,,,,,
clustering,Piecewise Linear Fit,0.9999997577241058,0.03705568437862951,0.06591422289509916,1.0,0.28888888888888886,1.0025329866625246,0.07411136874975928,-0.9881986260126128,0.5921642779153672,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point10_R7C7_segmentation_labels.tiff,2298,765,,,,,,,
degree,Exponential Saturation Fit,0.9999340294083917,0.008479583394908384,-0.2795830305641559,1.0,0.16535433070866143,1.0350769431625386,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point9_R7C6_segmentation_labels.tiff,3719,1016,3.308022542395808,81.74307017794298,4.2619817983613695,,,,
pagerank,Piecewise Linear Fit,0.9999815910003879,0.009946299051621213,-0.18186536192183783,1.0,0.10925196850393701,1.0619653466668932,0.019892598231090217,0.015559594880806346,0.0006962008651725497,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point9_R7C6_segmentation_labels.tiff,3719,1016,,,,,,,
betweenness,Piecewise Linear Fit,0.9999999557473044,0.16857000426429308,-0.7985438497359924,1.0,0.8937007874015748,1.145664255947803,0.33714000901135543,0.06983461331766666,0.0029698381733013492,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point9_R7C6_segmentation_labels.tiff,3719,1016,,,,,,,
closeness,Piecewise Linear Fit,0.9999998091267586,0.1915648468737573,-0.2341688688259429,1.0,0.9419291338582677,2.186483757547747,0.383129694188381,0.08690376187929107,0.054445031312696894,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point9_R7C6_segmentation_labels.tiff,3719,1016,,,,,,,
clustering,Exponential Saturation Fit,0.9999987871070651,0.007341708908400489,0.21264880604171488,1.0,0.15059055118110237,1.0642002208740584,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point9_R7C6_segmentation_labels.tiff,3719,1016,-0.28211924498901547,94.41223965190119,0.8044050938826889,,,,
degree,Michaelis-Menten Fit,0.9998814138847385,0.05231605773138861,-0.3966195648210272,1.0,1.0,1.2790717206593343,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point11_R1C6_segmentation_labels.tiff,30037,2720,,,,,16.848212121147,0.06635829482057252,11.299235263375099
pagerank,Piecewise Linear Fit,0.9999197002508027,0.015224712818085347,-0.20557421575757762,1.0,0.10404411764705883,1.2102316918965967,0.03044942636009238,0.00420617662135469,0.0002474692409930659,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point11_R1C6_segmentation_labels.tiff,30037,2720,,,,,,,
betweenness,Exponential Saturation Fit,0.9999996369480447,0.16465642989391413,-1.0379021930173378,1.0,1.0,1.283141190818917,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point11_R1C6_segmentation_labels.tiff,30037,2720,0.010736905777377565,2.9263433260109046,-0.00014991802450151068,,,,
closeness,Piecewise Linear Fit,0.9999966708178065,0.19729762185859875,-0.2538492878049376,1.0,0.94375,2.6947257846800765,0.39459524405417873,0.11709712143763083,0.06790764633501141,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point11_R1C6_segmentation_labels.tiff,30037,2720,,,,,,,
clustering,Piecewise Linear Fit,0.9999530728143474,0.018892947793629756,0.13281306549654623,1.0,0.12610294117647058,1.2289584735768708,0.03778589558642229,-4.513272809326457,0.7272919131707221,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point11_R1C6_segmentation_labels.tiff,30037,2720,,,,,,,
degree,Michaelis-Menten Fit,0.9999220011369816,0.020038219049197968,-0.44227695779585496,1.0,0.9643740722414647,1.1099741405853425,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point7_R2C11_segmentation_labels.tiff,18550,2021,,,,,12.9780871365778,0.021810482473453425,7.836318736228972
pagerank,Piecewise Linear Fit,0.9999659257757832,0.015755768665833215,-0.20132435152093964,1.0,0.10390895596239486,1.127826466601493,0.03151153791808396,0.005373566673021075,0.0003358739448097213,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point7_R2C11_segmentation_labels.tiff,18550,2021,,,,,,,
betweenness,Michaelis-Menten Fit,0.9999976474836547,0.15827104608125767,-0.9885323351557387,1.0,1.0,1.1977358954955208,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point7_R2C11_segmentation_labels.tiff,18550,2021,,,,,0.018882954811303743,0.4418613440143361,5.7770762277055914e-05
closeness,Piecewise Linear Fit,0.999998855056416,0.18118972212841022,-0.22678959527307657,0.9960415635823849,0.9066070541480378,1.7331619081948724,0.3623794445758267,0.11359633213988164,0.0701733858131292,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point7_R2C11_segmentation_labels.tiff,18550,2021,,,,,,,
clustering,Exponential Saturation Fit,0.9999976692153978,0.01023358682012041,0.15827862352458077,1.0,0.14200890648193965,1.0975309143354166,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6a_Point7_R2C11_segmentation_labels.tiff,18550,2021,-0.20542544583868302,67.73257443655334,0.7516488876660349,,,,
degree,Piecewise Linear Fit,0.9999745807243725,0.017681726508367357,-0.2854447651527778,1.0,0.16304347826086957,1.0614568363862265,0.03536345301675627,164.0956818393169,7.263326117674386,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point2_R8C5_segmentation_labels.tiff,9780,1564,,,,,,,
pagerank,Piecewise Linear Fit,0.9999591712833945,0.013507043041992597,-0.1800290381681599,1.0,0.13171355498721227,1.093318979369387,0.0270140864488288,0.007404291775793471,0.00045551184827670156,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point2_R8C5_segmentation_labels.tiff,9780,1564,,,,,,,
betweenness,Piecewise Linear Fit,0.9999979953211422,0.15841992051818304,-1.0514670261175194,1.0,0.9047314578005116,1.1204903101754609,0.31683984152462996,0.06489110038437033,-0.0005031858156531882,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point2_R8C5_segmentation_labels.tiff,9780,1564,,,,,,,
closeness,Piecewise Linear Fit,0.9999999949393426,0.18226104660749304,-0.1865936666069341,1.0,0.9462915601023018,1.694281086230292,0.3645220937080214,0.0739342524808561,0.058742198585958194,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point2_R8C5_segmentation_labels.tiff,9780,1564,,,,,,,
clustering,Exponential Saturation Fit,0.9999933731165205,0.010177465255137658,0.15873774690318737,1.0,0.20140664961636828,1.113420794621921,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point2_R8C5_segmentation_labels.tiff,9780,1564,-0.2093031522482331,68.10607196008972,0.7639249887674577,,,,
degree,Piecewise Linear Fit,0.9999976800972823,0.020813239296410824,-0.3242360254481462,1.0,0.15344376634699217,1.0972336569097594,0.04162647859284007,225.87910351719097,9.798272225754694,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point7_R2C12_segmentation_labels.tiff,21070,2294,,,,,,,
pagerank,Piecewise Linear Fit,0.9999156977223734,0.014274323492980289,-0.18384485058404407,1.0,0.11464690496948561,1.1583689943636308,0.028548647575193313,0.004845054384488159,0.000307026162471589,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point7_R2C12_segmentation_labels.tiff,21070,2294,,,,,,,
betweenness,Exponential Saturation Fit,0.9999999663983418,0.15461026094856337,-1.0790844384416285,1.0,1.0,1.274833830811008,,,,tma_controls_mibitof:201008_Slide25Stain6Run_shuffled_6b_Point7_R2C12_segmentation_labels.tiff,21070,2294,0.01346022979696661,3.3409826801033424,-0.00039797049575809163,,,,
