,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
betweenness,Piecewise Linear Fit,0.9999847045821567,0.12870903910235312,-1.3544675062226894,1.0,0.7795163584637269,1.0519406356506886,0.25741807914425985,0.027397913617652835,-0.0009228569863956009,,glioma_mibitof:CHOP_941_R4C7_whole_cell.tiff,1157,703,,,,,,
closeness,Exponential Saturation Fit,0.9999998361048583,0.08539312189715513,0.7207814194155667,0.9615931721194879,0.9585798816568047,1.1293057284533983,,,,,glioma_mibitof:CHOP_941_R4C7_whole_cell.tiff,1157,703,-0.350423411488954,7.832339857653379,0.408000098319276,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.43366863103705205,glioma_mibitof:CHOP_941_R4C7_whole_cell.tiff,1157,703,,,,,,
degree,Piecewise Linear Fit,0.9999999999999808,0.22884203263253944,0.11988717371810056,1.0,0.99867197875166,1.0029002708498322,0.4576840652399313,-1.8199808326991367,3.890488710158732,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,1365,753,,,,,,
pagerank,Piecewise Linear Fit,0.9999915162658387,0.008585444318055503,-0.08880314553497681,1.0,0.13545816733067728,1.0072478282153907,0.01717088877008558,0.012816529354375307,0.0011290600973413185,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,1365,753,,,,,,
betweenness,Piecewise Linear Fit,0.9999986160041006,0.00975287968392949,-0.5167687651415813,1.0,0.1460823373173971,1.0019706951557523,0.01950575949081113,0.015864512630616112,0.00014468323024126217,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,1365,753,,,,,,
closeness,Constant Fit,,0,0,0.9747675962815405,0.0,,,,,0.32545181492111996,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,1365,753,,,,,,
clustering,Piecewise Linear Fit,0.999999999028767,0.18439632381603321,0.09750976960416649,1.0,0.9468791500664011,1.001202935549339,0.3687926474896146,-0.2588894405456718,0.5373123958887579,,glioma_mibitof:CHOP_907_R9C11_whole_cell.tiff,1365,753,,,,,,
degree,Piecewise Linear Fit,0.9999999714490154,0.1941696192647542,0.33171563754875405,1.0,0.9608843537414966,1.0404963239520795,0.3883392385215676,-4.890443070988467,3.8121944162024213,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,922,588,,,,,,
pagerank,Piecewise Linear Fit,0.9999999509242875,0.15923241764456875,0.051221308646526416,1.0,0.9081632653061225,1.0013940736569629,0.3184647765969574,-0.000542601819266606,0.001773193489143734,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,922,588,,,,,,
betweenness,Exponential Saturation Fit,0.9999994904515188,0.0022596531049679154,-0.6246359380710833,1.0,0.10884353741496598,1.0007032502989244,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,922,588,0.0002749444705313853,306.7492153226678,8.26114897572686e-05,,,
closeness,Michaelis-Menten Fit,0.9999998797814852,0.2426469937269123,-0.209915973956226,0.9438775510204082,1.0,1.0068043528770456,,,,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,922,588,,,,290783.0896815964,904464.5028518806,0.2936163335493814
clustering,Piecewise Linear Fit,0.9999999898490619,0.04471719075864777,0.14374782118219856,1.0,0.40476190476190477,1.0063021384761823,0.08943438151158878,-1.5671593667801955,0.5575921924836655,,glioma_mibitof:CHOP_907_R7C5_whole_cell.tiff,922,588,,,,,,
degree,Exponential Saturation Fit,0.9999975570157696,0.0041115856338254835,-0.15737444284854768,1.0,0.14274258219727345,1.011891567215253,,,,,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,3431,1247,1.526404611239078,168.58390952434505,4.086392659086086,,,
pagerank,Piecewise Linear Fit,0.9999962536008156,0.005904082628820231,-0.11147785629912843,1.0,0.11627906976744186,1.020860049426464,0.011808165343019355,0.013830309985326313,0.0006508245967669837,,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,3431,1247,,,,,,
betweenness,Piecewise Linear Fit,0.9999998480637846,0.1784313703982406,-0.7560368083696852,1.0,0.9350441058540497,1.0807762806970824,0.35686274124319695,0.07988586391288612,0.004599625884032219,,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,3431,1247,,,,,,
closeness,Piecewise Linear Fit,0.9999991830431187,0.1697248906042182,-0.29138739649309914,0.9967923015236567,0.918744971842317,1.030375139961146,0.33944978158942707,0.08909661116324372,0.036774335375467856,,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,3431,1247,,,,,,
clustering,Piecewise Linear Fit,0.9999994755830777,0.009890723692477845,0.11259772181309648,1.0,0.1483560545308741,1.0121825243202083,0.019781447384646034,-6.388284617276236,0.6243396108362548,,glioma_mibitof:CHOP_907_R9C10_whole_cell.tiff,3431,1247,,,,,,
degree,Michaelis-Menten Fit,0.9999996472185845,0.07669443163271651,-0.3800186440994827,1.0,1.0,1.0969923101785604,,,,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,4543,1289,,,,5.861231089930208,0.11162463488959874,3.8943242649402463
pagerank,Piecewise Linear Fit,0.9999963253588919,0.01184422175030722,-0.1490902349084316,1.0,0.0969743987587277,1.0340208404977669,0.023688443774560777,0.008647110733529547,0.0005845367583698622,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,4543,1289,,,,,,
betweenness,Piecewise Linear Fit,0.9999998901808694,0.15230166472206244,-0.7004790008126093,1.0,0.7951900698215671,1.0466485137001469,0.3046033300211755,0.0527862341416256,0.0034376169347772314,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,4543,1289,,,,,,
closeness,Michaelis-Menten Fit,0.9999974822182037,0.003870910295261693,0.4315719559637837,0.9875872769588828,0.23409269442262373,1.0072408572174878,,,,,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,4543,1289,,,,-0.11175688234503214,0.003933028279674387,0.18387958214347666
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5188965269659378,glioma_mibitof:CHOP_907_R9C1_whole_cell.tiff,4543,1289,,,,,,
degree,Exponential Saturation Fit,0.9999932760360704,0.007677064166410549,-0.1875891587626135,1.0,0.18225039619651348,1.0254321341294612,,,,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,3535,1262,1.821501947511173,90.28805354236472,3.9442789211154996,,,
pagerank,Piecewise Linear Fit,0.9999966262989518,0.005795204458775187,-0.09678864361919563,1.0,0.10142630744849446,1.0173899092761722,0.011590409012451314,0.01221316677465792,0.0006604835518094032,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,3535,1262,,,,,,
betweenness,Piecewise Linear Fit,0.9999995009416456,0.14656410267278985,-0.8904122483506159,1.0,0.8438985736925515,1.1630732802482058,0.2931282056740929,0.08922874694426003,0.0016095456028899894,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,3535,1262,,,,,,
closeness,Piecewise Linear Fit,0.999999999997742,0.2203863426504888,-0.1921268413957953,0.9992076069730587,0.9873116574147502,1.0101168112324728,0.4407726861934365,0.04938858011639995,0.04576846582817904,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,3535,1262,,,,,,
clustering,Michaelis-Menten Fit,0.9999995747753275,0.005463769410219683,0.18959758222050566,1.0,0.4009508716323296,1.0344517630341015,,,,,glioma_mibitof:CHOP_941_R4C3_whole_cell.tiff,3535,1262,,,,-0.22009656340561357,0.005591085652269202,0.6825270194185269
degree,Exponential Saturation Fit,0.9999999512605399,0.004138108645610368,-0.16982360733078128,1.0,0.1456953642384106,1.0021776341220383,,,,,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,453,453,0.598221338681025,167.50337889945482,1.4621913900923413,,,
pagerank,Exponential Saturation Fit,0.9999970952588718,0.0032881900798653533,-0.11981294949264466,1.0,0.13245033112582782,1.0034049009583081,,,,,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,453,453,0.00048216377003961283,210.7989369002602,0.001771070224164009,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,9.557663092375994e-05,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,453,453,,,,,,
closeness,Piecewise Linear Fit,0.99999806670706,0.023073490417814826,0.08030996305093047,0.8631346578366446,0.22762148337595908,1.0005858102208127,0.04614698083317122,-1.8770909358046386,0.5826095036818518,,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,453,453,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.27295280142962264,glioma_mibitof:CHOP_907_R8C3_whole_cell.tiff,453,453,,,,,,
degree,Piecewise Linear Fit,0.9999999999999802,0.23578431373577946,0.11449240990537114,1.0,0.9990825688073395,1.009311468089879,0.4715686274509803,-2.2916215376783184,5.259666680561325,,glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,2679,1090,,,,,,
pagerank,Piecewise Linear Fit,0.9999970570102871,0.0065971200542022865,-0.10779701371783132,1.0,0.12110091743119267,1.019250121802907,0.013194240204421271,0.013741608333986166,0.0007503240557856255,,glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,2679,1090,,,,,,
betweenness,Piecewise Linear Fit,0.9999989289793073,0.1824151588615621,-0.8177135558231686,1.0,0.9385321100917431,1.0906945584604537,0.3648303181312096,0.08940047615485879,0.0036354144411960988,,glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,2679,1090,,,,,,
closeness,Exponential Saturation Fit,0.9999999719572346,0.003005989493054605,0.30115476632053945,0.998165137614679,0.12040441176470588,1.00206276517849,,,,,glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,2679,1090,-0.06027439474907948,230.58869095203224,0.13020932217499842,,,
clustering,Exponential Saturation Fit,0.9999997957089678,0.014342081655523234,0.21891708028334853,1.0,0.30458715596330277,1.0415348610890616,,,,,glioma_mibitof:CHOP_907_R8C5_whole_cell.tiff,2679,1090,-0.2327738990483527,48.329607759282574,0.6480355049710226,,,
degree,Piecewise Linear Fit,0.9999997776622992,0.008247869135285153,-0.19070377698244662,1.0,0.13427230046948357,1.0258539315347335,0.016495738270587916,93.71691778134591,3.2802578042117134,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,2494,1065,,,,,,
pagerank,Piecewise Linear Fit,0.9999991284382174,0.006862744917780528,-0.10717778411061621,1.0,0.12394366197183099,1.0201213412548342,0.013725489937500352,0.01346437456454045,0.0007697403109771528,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,2494,1065,,,,,,
betweenness,Piecewise Linear Fit,0.9999999645798572,0.22205882258698514,-0.8129202320723102,1.0,0.9868544600938968,1.1064525734858641,0.4441176456797217,0.08781342441651728,0.004487534824823496,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,2494,1065,,,,,,
closeness,Constant Fit,,0,0,0.9990610328638497,0.0,,,,,0.05589331918347644,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,2494,1065,,,,,,
clustering,Piecewise Linear Fit,0.9999996608164252,0.015686274277961456,0.092810689672638,1.0,0.18591549295774648,1.0048087573239846,0.031372548554821564,-2.8485512681091705,0.5261272297676856,,glioma_mibitof:CHOP_941_R3C2_whole_cell.tiff,2494,1065,,,,,,
degree,Michaelis-Menten Fit,0.9999816169169026,0.0014233164603895956,-0.37956196313522134,1.0,0.16715257531584063,1.016058214549521,,,,,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,2661,1029,,,,2.955318022630062,0.0014315742998248578,2.408418364091388
pagerank,Piecewise Linear Fit,0.999998619358226,0.00693561663992239,-0.08606556648430262,1.0,0.11661807580174927,1.0094620775137013,0.013871233403195278,0.011245379193831834,0.0008282182012336647,,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,2661,1029,,,,,,
betweenness,Exponential Saturation Fit,0.9999999864797421,0.17082789647776284,-0.7834684486896214,1.0,1.0,1.0412019330394655,,,,,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,2661,1029,0.05497306397579268,2.666629967376969,0.005559063359348377,,,
closeness,Exponential Saturation Fit,0.9999992971196631,0.002069530434992404,0.5118410137803567,0.9902818270165209,0.09617271835132483,1.0120615502431665,,,,,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,2661,1029,-0.1298010441050907,334.92968724226535,0.1916987275101558,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.47949839006690315,glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,2661,1029,,,,,,
degree,Exponential Saturation Fit,0.9999966824871049,0.005625005437535096,-0.24289221867412542,1.0,0.1181592039800995,1.0092867402967458,,,,,glioma_mibitof:CHOP_941_R2C1_whole_cell.tiff,1841,804,1.8328249033843687,123.22604630389924,2.8565056626980416,,,
pagerank,Piecewise Linear Fit,0.9999992364432808,0.009888827502262791,-0.10840817308505389,1.0,0.09825870646766169,1.00995319066128,0.01977765516320854,0.012463629163272922,0.0010136624412760164,,glioma_mibitof:CHOP_941_R2C1_whole_cell.tiff,1841,804,,,,,,
betweenness,Piecewise Linear Fit,0.9999997010280942,0.17944935819470384,-0.7278203562706551,1.0,0.9166666666666666,1.0227257299621395,0.3588987188061316,0.01485062954033225,0.0009965938392629517,,glioma_mibitof:CHOP_941_R2C1_whole_cell.tiff,1841,804,,,,,,
closeness,Piecewise Linear Fit,0.9999999938731228,0.11456036534610599,0.32364461103361647,0.9776119402985075,0.7061068702290076,1.0225741594782294,0.2291207306450698,-0.48602070442553336,0.22771528147995715,,glioma_mibitof:CHOP_941_R2C1_whole_cell.tiff,1841,804,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.504065717311986,glioma_mibitof:CHOP_941_R2C1_whole_cell.tiff,1841,804,,,,,,
degree,Piecewise Linear Fit,0.9999999999999576,0.24141286244947013,0.21458919735731022,1.0,0.9991575400168492,1.0269218631343469,0.48282572488828185,-4.529987689804874,6.1898337714700915,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,3296,1187,,,,,,
pagerank,Piecewise Linear Fit,0.9999935758471153,0.008821572865236414,-0.11613287186782517,1.0,0.13647851727042964,1.0243262677642773,0.01764314590486654,0.010116846827720766,0.0006792395868901048,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,3296,1187,,,,,,
betweenness,Piecewise Linear Fit,0.999999945543171,0.0835697940632911,-0.3477534767100809,1.0,0.6461668070766639,1.0036797144976966,0.16713958832344403,0.08490196038088677,0.013307832969120217,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,3296,1187,,,,,,
closeness,Piecewise Linear Fit,0.999999999999943,0.2414131500700748,-0.846423750844257,0.9932603201347936,0.9991518235793045,1.0614726252987805,0.4828263002940377,0.3137515008378948,0.013743044370969187,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,3296,1187,,,,,,
clustering,Michaelis-Menten Fit,0.9999999870580156,0.003085943933239042,0.1464486796594236,1.0,0.2990732940185341,1.0092816301040615,,,,,glioma_mibitof:CHOP_907_R8C1_whole_cell.tiff,3296,1187,,,,-0.16800777613218343,0.003125901809713939,0.6533801100775941
degree,Piecewise Linear Fit,0.9999932485783893,0.01146584110273533,-0.2346938742264414,1.0,0.12599318955732122,1.0586453441121635,0.02293168220548135,214.64569109824598,8.025304673019292,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,16619,2643,,,,,,
pagerank,Piecewise Linear Fit,0.9999696537511436,0.00946947203047997,-0.13597746486032944,1.0,0.10972379871358305,1.0694695419535698,0.0189389444506478,0.004860029084924074,0.0002924305212417897,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,16619,2643,,,,,,
betweenness,Michaelis-Menten Fit,0.9999990007887832,0.17482608615781792,-0.9517393935922711,1.0,1.0,1.18781133916729,,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,16619,2643,,,,0.028768428901554198,0.6222516190072187,0.00031996051037456866
closeness,Piecewise Linear Fit,0.999999999999965,0.24068627603962503,-0.18858806692784041,1.0,0.9992432841468029,1.0118961792554184,0.48137255296313275,0.05446115917929335,0.056398219076059034,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,16619,2643,,,,,,
clustering,Exponential Saturation Fit,0.999994615739789,0.008625015856646828,0.16822242874229543,1.0,0.17593643586833144,1.1697976791651572,,,,,glioma_mibitof:CHOP_941_R2C4_whole_cell.tiff,16619,2643,-0.21245867115192232,80.36474280756879,0.7377107400579145,,,
degree,Michaelis-Menten Fit,0.9999999884396797,0.24436642939566153,0.08144607304985431,1.0,1.0,1.001536294253905,,,,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,2991,1106,,,,-56822.151566875575,32506.848873914016,5.671733272268695
pagerank,Piecewise Linear Fit,0.9999986631196499,0.008435240167805728,-0.09628136933377272,1.0,0.13562386980108498,1.0141790463816893,0.016870480512041514,0.009562134123068361,0.0007570825504874482,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,2991,1106,,,,,,
betweenness,Michaelis-Menten Fit,0.9999961869157993,0.24436645727648748,-0.7455933765664785,1.0,1.0,1.0487506303120107,,,,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,2991,1106,,,,2873.4419707263833,33007.82194175709,0.007258557309710784
closeness,Piecewise Linear Fit,0.9999968282925754,0.11629048070827,-0.36983262777552345,0.9981916817359855,0.7527173913043478,1.0195192721735424,0.23258096157063027,0.15093818316285657,0.029908454611216335,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,2991,1106,,,,,,
clustering,Michaelis-Menten Fit,0.9999998164372297,0.006577822670612713,0.23103499960884422,1.0,0.5081374321880651,1.0324945559934147,,,,,glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,2991,1106,,,,-0.2823116519447663,0.006759780150702904,0.7418665815922919
degree,Piecewise Linear Fit,0.9999998121975114,0.15226053891466232,-0.17785972231455188,1.0,0.8295218295218295,1.0357519365953958,0.30452107783508625,5.285234495319349,3.719802987556994,,glioma_mibitof:CHOP_941_R6C5_whole_cell.tiff,2186,962,,,,,,
pagerank,Piecewise Linear Fit,0.9999995261502945,0.007843137255723779,-0.0966721821940763,1.0,0.11226611226611227,1.011643592323185,0.015686274643912455,0.011841834316379318,0.0008678659243708117,,glioma_mibitof:CHOP_941_R6C5_whole_cell.tiff,2186,962,,,,,,
betweenness,Piecewise Linear Fit,0.9999975039002071,0.18604426203079064,-0.8498020223457843,1.0,0.9230769230769231,1.0726297423539861,0.37208852455212277,0.07585260738337953,0.002494210543606134,,glioma_mibitof:CHOP_941_R6C5_whole_cell.tiff,2186,962,,,,,,
closeness,Michaelis-Menten Fit,0.9999997525951994,0.02014798636599664,0.5790762155600724,0.9927234927234927,0.9706806282722513,1.0346531852359522,,,,,glioma_mibitof:CHOP_941_R6C5_whole_cell.tiff,2186,962,,,,-0.2088822041891706,0.022017762594464307,0.2721702395294586
clustering,Piecewise Linear Fit,0.9999998829419479,0.025795945580572945,0.07076923708659193,1.0,0.23076923076923078,1.0015383588681916,0.0515918911577314,-1.510986949217434,0.5897440079634372,,glioma_mibitof:CHOP_941_R6C5_whole_cell.tiff,2186,962,,,,,,
degree,Piecewise Linear Fit,0.9999656424140129,0.007850832339406682,-0.32094160056494137,1.0,0.125,1.0193647528165497,0.01570166467883633,68.3838648080209,1.1359270876336451,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,523,496,,,,,,
pagerank,Piecewise Linear Fit,0.9999995084627142,0.009425392711278353,-0.19161739772675906,1.0,0.1350806451612903,1.0236147083885176,0.01885078547559932,0.03553894691363229,0.0014131426860485349,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,523,496,,,,,,
betweenness,Piecewise Linear Fit,0.9999986966604231,0.04416094094823897,-0.8826993198801628,1.0,0.3548387096774194,1.0073953108734301,0.08832188406221544,0.004078143432215114,2.393247733327682e-05,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,523,496,,,,,,
closeness,Piecewise Linear Fit,0.9999977076331745,0.047689460583671496,0.11128792334417334,0.9092741935483871,0.37472283813747226,1.0029416915044336,0.0953789211593748,-1.1970038885011667,0.5700284445674072,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,523,496,,,,,,
clustering,Michaelis-Menten Fit,0.9999999989742792,0.2379990166730746,0.34544703447305053,1.0,1.0,1.0029885639082166,,,,,glioma_mibitof:CHOP_941_R6C3_whole_cell.tiff,523,496,,,,-7300.014161689131,19252.399407493987,0.35147445860467075
degree,Constant Fit,,0,0,1.0,0.0,,,,,3.852760736196319,glioma_mibitof:CHOP_907_R9C5_whole_cell.tiff,628,326,,,,,,
pagerank,Michaelis-Menten Fit,0.9998371320245616,0.00032886887823524566,-0.40134992243768797,1.0,0.03987730061349693,1.0383408348024024,,,,,glioma_mibitof:CHOP_907_R9C5_whole_cell.tiff,628,326,,,,0.0017893380793921987,0.000329473697802794,0.0013332546483962539
betweenness,Piecewise Linear Fit,0.9999993430747011,0.14716365517435168,-1.4557635616938391,1.0,0.9079754601226994,1.1266025114735663,0.2943273107462158,0.07404228245853633,-0.0034113723636439376,,glioma_mibitof:CHOP_907_R9C5_whole_cell.tiff,628,326,,,,,,
closeness,Piecewise Linear Fit,0.9999999999997239,0.1737671771458734,0.4499152119423234,0.9601226993865031,0.9968051118210862,1.024013581945189,0.34753435422744844,-0.5405031152846211,0.3026759236903988,,glioma_mibitof:CHOP_907_R9C5_whole_cell.tiff,628,326,,,,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5312250462557211,glioma_mibitof:CHOP_907_R9C5_whole_cell.tiff,628,326,,,,,,
