,data_source,#nodes in ROI,node density in ROI,% new edges,P_MWU,P_fisher,border_size,k,img_size,P_MWU_adj,P_fisher_adj
glioma_mibitof:UCSF_TA7_R4C6_whole_cell.tiff,glioma_mibitof,1394,0.00033398461131163234,3.1563845050215207,1.1600204714005297e-104,3.2118804687906164e-48,0.125,5,"(2045, 2041)",1.5221613160436362e-104,3.8402384012377853e-48
glioma_mibitof:UCSF_TA7_R5C3_whole_cell.tiff,glioma_mibitof,747,0.00017932259270221862,3.8821954484605086,9.523399902626353e-65,1.8501026035246192e-30,0.125,5,"(2043, 2039)",1.0671538534589918e-64,1.9841588017882505e-30
glioma_mibitof:UCSF_TA7_R5C4_whole_cell.tiff,glioma_mibitof,1363,0.0003268770910960647,2.553191489361702,1.3578760914399277e-64,1.3205560526501563e-31,0.125,5,"(2043, 2041)",1.5188563873806928e-64,1.4260361522912996e-31
glioma_mibitof:UCSF_TA7_R5C5_whole_cell.tiff,glioma_mibitof,3426,0.0008204235167001445,2.1074138937536486,3.726132892106575e-184,2.2660554234970593e-109,0.125,5,"(2044, 2043)",6.3832764794563e-184,3.627314755295395e-109
glioma_mibitof:UCSF_TA7_R5C6_whole_cell.tiff,glioma_mibitof,1705,0.00040929721627480957,2.9208211143695015,4.800710002778881e-127,2.678920001453896e-81,0.125,5,"(2043, 2039)",6.793211299808992e-127,3.7976700701500304e-81
glioma_mibitof:UCSF_TA7_R6C3_whole_cell.tiff,glioma_mibitof,2582,0.0006180086573869627,2.2695584817970564,2.367710807532255e-126,1.8438323715874138e-74,0.125,5,"(2043, 2045)",3.339819716315823e-126,2.530003733070076e-74
glioma_mibitof:UCSF_TA7_R6C4_whole_cell.tiff,glioma_mibitof,2537,0.0006081299082459731,2.2703981080015767,3.88535257477362e-128,2.6120034718743732e-62,0.125,5,"(2043, 2042)",5.525480915764124e-128,3.381959719180625e-62
glioma_mibitof:UCSF_TA7_R6C6_whole_cell.tiff,glioma_mibitof,1671,0.00040093864271112265,2.860562537402753,1.0518937578412513e-116,2.649163504996132e-87,0.125,5,"(2043, 2040)",1.4351525582080505e-116,3.8373551141479224e-87
glioma_mibitof:UCSF_TA7_R7C3_whole_cell.tiff,glioma_mibitof,2071,0.0004961848155467089,2.6460647030420086,2.373810292304605e-123,6.184246191663273e-82,0.125,5,"(2044, 2042)",3.312515434703879e-123,8.794809133226047e-82
glioma_mibitof:UCSF_TA7_R7C4_whole_cell.tiff,glioma_mibitof,1937,0.0004645347949032115,2.4367578729994834,3.503790025729787e-92,1.6714074240235975e-51,0.125,5,"(2043, 2041)",4.38922432826078e-92,2.034218778342048e-51
glioma_mibitof:UCSF_TA7_R98C2_whole_cell.tiff,glioma_mibitof,1083,0.0002597269293897688,2.862419205909511,9.839910165461253e-53,2.3482142892736663e-42,0.125,5,"(2042, 2042)",1.0607538642297374e-52,2.6911828350097833e-42
glioma_mibitof:UCSF_TA7_R98C3_whole_cell.tiff,glioma_mibitof,5738,0.0013754241570313466,1.7950505402579295,1.710614622176602e-271,2.761307312290355e-199,0.125,5,"(2044, 2041)",3.980811821950468e-271,6.909906038688124e-199
glioma_mibitof:UCSF_TA7_R99C1_whole_cell.tiff,glioma_mibitof,3674,0.0008811052330791942,2.095808383233533,1.849432712888954e-168,8.676099081655401e-130,0.125,5,"(2043, 2041)",3.0319046521533876e-168,1.5334158139224572e-129
glioma_mibitof:UCSF_TA7_R99C2_whole_cell.tiff,glioma_mibitof,7118,0.0017045468151699397,1.7055352627142455,4.958585791211777e-305,2.6380606196528444e-225,0.125,5,"(2045, 2042)",1.3326732724573476e-304,7.482891294437632e-225
glioma_mibitof:UCSF_TA7_R99C3_whole_cell.tiff,glioma_mibitof,5340,0.0012806483246170107,1.9737827715355805,7.692975174419218e-278,1.1627767251743919e-177,0.125,5,"(2043, 2041)",1.8452504969056234e-277,2.5681412395471186e-177
glioma_mibitof:UCSF_TA8_R1C5_whole_cell.tiff,glioma_mibitof,2592,0.0006213139447586703,2.029320987654321,1.0729726518401447e-125,4.767842276566999e-80,0.125,5,"(2044, 2041)",1.510772584173477e-125,6.728410045060433e-80
glioma_mibitof:UCSF_TA8_R2C1_whole_cell.tiff,glioma_mibitof,931,0.00022338374303815326,3.5660580021482278,6.731839801625373e-78,2.345271969320469e-43,0.125,5,"(2044, 2039)",7.930417088070931e-78,2.7056831770180366e-43
glioma_mibitof:UCSF_TA8_R2C3_whole_cell.tiff,glioma_mibitof,543,0.0001304786934060682,4.051565377532229,1.8433141728097225e-50,3.680848158225366e-25,0.125,5,"(2041, 2039)",1.9755216752521495e-50,3.842008288147666e-25
glioma_mibitof:UCSF_TA8_R2C5_whole_cell.tiff,glioma_mibitof,1526,0.0003659679540616687,2.699868938401049,5.534503635215418e-107,7.640111963069587e-67,0.125,5,"(2042, 2042)",7.320734795755083e-107,1.0105916840604117e-66
glioma_mibitof:UCSF_TA8_R2C6_whole_cell.tiff,glioma_mibitof,2630,0.0006301139859429476,2.250950570342205,2.0996271305462392e-125,2.097583119395048e-72,0.125,5,"(2044, 2042)",2.952334772037778e-125,2.8506318894128524e-72
glioma_mibitof:UCSF_TA8_R3C1_whole_cell.tiff,glioma_mibitof,951,0.00022807046154170837,3.7644584647739223,1.9913285854576608e-57,7.7811039106005e-24,0.125,5,"(2042, 2042)",2.1836092599663885e-57,8.06785773997522e-24
glioma_mibitof:UCSF_TA8_R3C2_whole_cell.tiff,glioma_mibitof,1801,0.0004319190323286959,2.931704608550805,4.243381494562823e-128,3.6180259028923236e-71,0.125,5,"(2043, 2041)",6.029153961564922e-128,4.882927785104895e-71
glioma_mibitof:UCSF_TA8_R3C3_whole_cell.tiff,glioma_mibitof,2617,0.0006285383804701093,2.2697745510126097,5.165991199833387e-152,3.392180700242203e-92,0.125,5,"(2044, 2037)",7.99474257536158e-152,5.027897639704034e-92
glioma_mibitof:UCSF_TA8_R3C4_whole_cell.tiff,glioma_mibitof,3443,0.0008261111590989798,2.410688353180366,7.683029306768275e-189,1.2256988732005725e-102,0.125,5,"(2043, 2040)",1.3330055847242956e-188,1.903459761812724e-102
glioma_mibitof:UCSF_TA8_R3C5_whole_cell.tiff,glioma_mibitof,2320,0.0005563865380358548,2.3706896551724137,9.816098771710051e-105,1.1086011082265429e-67,0.125,5,"(2043, 2041)",1.2896792790934155e-104,1.4726334585246674e-67
glioma_mibitof:UCSF_TA8_R3C6_whole_cell.tiff,glioma_mibitof,2152,0.0005158439850002541,2.806691449814126,7.440011702158206e-133,1.8012133153684817e-71,0.125,5,"(2044, 2041)",1.0797005829851337e-132,2.4340931128930195e-71
glioma_mibitof:UCSF_TA8_R4C1_whole_cell.tiff,glioma_mibitof,1453,0.00034794977837059884,2.835512732278046,4.989062384951308e-98,1.2450464750732888e-41,0.125,5,"(2045, 2042)",6.390829297868308e-98,1.4221946384981277e-41
glioma_mibitof:UCSF_TA8_R4C2_whole_cell.tiff,glioma_mibitof,899,0.00021559978348889374,4.293659621802002,2.477224268518942e-64,1.3501837805543814e-25,0.125,5,"(2043, 2041)",2.766942557433711e-64,1.4135514403859649e-25
glioma_mibitof:UCSF_TA8_R4C3_whole_cell.tiff,glioma_mibitof,2761,0.0006615003671674439,1.5863817457442955,4.571936160193606e-93,1.0701706489368012e-57,0.125,5,"(2045, 2041)",5.743425835995427e-93,1.348725963127373e-57
glioma_mibitof:UCSF_TA8_R4C4_whole_cell.tiff,glioma_mibitof,1586,0.0003805436159129616,3.114754098360656,1.4523781901900227e-110,1.801851903399458e-48,0.125,5,"(2042, 2041)",1.9450159039294343e-110,2.15518326094083e-48
glioma_mibitof:UCSF_TA8_R4C5_whole_cell.tiff,glioma_mibitof,1758,0.0004216066956323417,2.5938566552901023,7.687661376447292e-93,5.844445009921707e-51,0.125,5,"(2041, 2043)",9.645868412472837e-93,7.09650146422453e-51
glioma_mibitof:UCSF_TA8_R4C6_whole_cell.tiff,glioma_mibitof,2543,0.0006092699111227817,2.1942587495084545,1.4501114720891184e-119,2.2355622032095864e-70,0.125,5,"(2044, 2042)",1.995021201468862e-119,3.00545017676433e-70
glioma_mibitof:UCSF_TA8_R5C1_whole_cell.tiff,glioma_mibitof,1936,0.0004645223457802608,2.5929752066115705,6.639596608368203e-108,4.4330401353065265e-57,0.125,5,"(2042, 2041)",8.80860671535e-108,5.577914723030735e-57
glioma_mibitof:UCSF_TA8_R5C2_whole_cell.tiff,glioma_mibitof,1158,0.0002777136254506551,2.9879101899827285,4.69620791570082e-71,4.198189336632888e-45,0.125,5,"(2043, 2041)",5.392006367916787e-71,4.912306218922634e-45
glioma_mibitof:UCSF_TA8_R5C3_whole_cell.tiff,glioma_mibitof,4043,0.0009695994712409314,2.1073460301756124,6.861796941662608e-187,1.4482895086413265e-107,0.125,5,"(2043, 2041)",1.1839443010393549e-186,2.298276491609178e-107
glioma_mibitof:UCSF_TA8_R5C4_whole_cell.tiff,glioma_mibitof,1733,0.00041601851318392194,2.839007501442585,5.810690616801037e-106,2.0027101706703617e-75,0.125,5,"(2042, 2040)",7.673059956139382e-106,2.766237887219611e-75
glioma_mibitof:UCSF_TA8_R5C5_whole_cell.tiff,glioma_mibitof,1408,0.0003376690713596912,3.380681818181818,4.621983458065052e-125,5.753754314709601e-78,0.125,5,"(2043, 2041)",6.496154068198542e-125,8.0290324954593765e-78
glioma_mibitof:UCSF_TA8_R5C6_whole_cell.tiff,glioma_mibitof,898,0.00021514918607481635,4.142538975501114,3.926217982061626e-82,1.8922053599601645e-45,0.125,5,"(2044, 2042)",4.710556572408167e-82,2.21656314296909e-45
glioma_mibitof:UCSF_TA8_R6C3_whole_cell.tiff,glioma_mibitof,4306,0.0010326726003372375,2.169066418950302,1.452126185779451e-209,3.87241836465755e-122,0.125,5,"(2043, 2041)",2.701006598087686e-209,6.572588343926918e-122
glioma_mibitof:UCSF_TA8_R6C4_whole_cell.tiff,glioma_mibitof,1438,0.0003743814765001424,2.0166898470097356,3.4004907226090094e-48,3.3728908676770477e-38,0.125,5,"(1881, 2042)",3.6133829624729283e-48,3.7795257193237965e-38
glioma_mibitof:UCSF_TA8_R6C5_whole_cell.tiff,glioma_mibitof,1838,0.0004405767864453843,2.774755168661589,5.729216069354607e-120,1.1368423448784716e-73,0.125,5,"(2044, 2041)",7.89948864662006e-120,1.555128621574887e-73
glioma_mibitof:UCSF_TA8_R6C6_whole_cell.tiff,glioma_mibitof,1343,0.000321923081717166,2.9635145197319432,5.9484237118013735e-99,4.7485417212795134e-57,0.125,5,"(2044, 2041)",7.647973343744623e-99,5.972491258782087e-57
glioma_mibitof:UCSF_TA8_R7C6_whole_cell.tiff,glioma_mibitof,2373,0.0005693760617315942,2.3683101559207755,1.068469494297868e-117,6.002425925705678e-75,0.125,5,"(2043, 2040)",1.4635220310053693e-117,8.272540232117755e-75
glioma_mibitof:UCSF_TA8_R98C2_whole_cell.tiff,glioma_mibitof,1400,0.0003355860747120072,2.5142857142857142,4.1519683452719826e-76,6.492872178290275e-40,0.125,5,"(2043, 2042)",4.865514875153622e-76,7.362832176035051e-40
glioma_mibitof:UCSF_TA8_R98C3_whole_cell.tiff,glioma_mibitof,6565,0.0015744296319887647,1.657273419649657,2.891919367875453e-275,2.2339608911840765e-208,0.125,5,"(2042, 2042)",6.836838899224103e-275,5.828454355194545e-208
glioma_mibitof:UCSF_TA8_R99C1_whole_cell.tiff,glioma_mibitof,4618,0.0011064128098548845,1.8796015591165005,3.419302438466207e-203,5.225212888303354e-151,0.125,5,"(2043, 2043)",6.222891325949862e-203,1.017987514046873e-150
glioma_mibitof:UCSF_TA8_R99C2_whole_cell.tiff,glioma_mibitof,7119,0.0017072912777057114,1.7221519876387135,0.0,2.0915322754582434e-233,0.125,5,"(2043, 2041)",0.0,6.127443992735548e-233
glioma_mibitof:UCSF_TA8_R99C3_whole_cell.tiff,glioma_mibitof,5508,0.0013202921326121745,1.9172113289760349,6.398602275462511e-276,7.929850368495988e-194,0.125,5,"(2044, 2041)",1.5196072172068004e-275,1.9453984839601705e-193
glioma_mibitof:CHOP_941_R2C7_whole_cell.tiff,glioma_mibitof,720,0.0006900107526675624,4.722222222222222,4.727294005077026e-89,2.956070289679701e-49,0.125,5,"(1022, 1021)",5.853822037214731e-89,3.55479688666527e-49
glioma_mibitof:Stanford_TA552_R10C3_whole_cell.tiff,glioma_mibitof,1093,0.0002625108138603788,3.568161024702653,7.355325929908007e-98,3.5278007730018166e-62,0.125,5,"(2042, 2039)",9.414214294714223e-98,4.558263059199286e-62
glioma_mibitof:UCLA_R4C5_whole_cell.tiff,glioma_mibitof,391,0.00037766830870279147,3.682864450127877,7.291835640693561e-25,4.726156953856197e-15,0.125,5,"(1020, 1015)",7.334107151654104e-25,4.76275836298577e-15
glioma_mibitof:UCLA_R99C1_whole_cell.tiff,glioma_mibitof,5355,0.0012804804563531916,1.669467787114846,1.2342375013061727e-242,4.248625504498602e-137,0.125,5,"(2046, 2044)",2.5869286688450856e-242,7.754796873494525e-137
glioma_mibitof:UCSF_TA1_R8C4_whole_cell.tiff,glioma_mibitof,1390,0.0013559864362335185,3.5107913669064748,4.579414793416305e-120,2.955667247866859e-57,0.125,5,"(1021, 1004)",6.319713831126434e-120,3.7219954899549195e-57
glioma_mibitof:UCSF_TA1_R98C2_whole_cell.tiff,glioma_mibitof,1435,0.0003438074409992889,2.202090592334495,5.243392768473678e-73,1.2308914970272196e-63,0.125,5,"(2044, 2042)",6.067104711353574e-73,1.6077265350129683e-63
glioma_mibitof:UCSF_TA1_R98C3_whole_cell.tiff,glioma_mibitof,5977,0.0014313116485348033,1.8571189559979921,5.580507683610566e-282,1.0591337245989185e-203,0.125,5,"(2045, 2042)",1.3701199289241979e-281,2.713432831765728e-203
glioma_mibitof:UCSF_TA1_R99C1_whole_cell.tiff,glioma_mibitof,5318,0.0012741240217660058,1.7450169236555095,2.0688373409819472e-246,1.261415290872225e-155,0.125,5,"(2044, 2042)",4.3952238203310345e-246,2.501206319615212e-155
glioma_mibitof:UCSF_TA1_R99C2_whole_cell.tiff,glioma_mibitof,6809,0.0016313483385116084,1.715376707299163,1.7312205695977432e-301,2.015661034680789e-249,0.125,5,"(2044, 2042)",4.5510116488667945e-301,6.339284402122965e-249
glioma_mibitof:UCSF_TA1_R99C3_whole_cell.tiff,glioma_mibitof,5687,0.0013631992298775303,1.7759803059609633,1.2555129855191322e-268,2.63715629100555e-169,0.125,5,"(2044, 2041)",2.880945667726855e-268,5.594999386420063e-169
glioma_mibitof:UCSF_TA2_R5C4_whole_cell.tiff,glioma_mibitof,1951,0.000468121434203145,2.7575602255253715,1.6450907813037734e-122,2.946561548975833e-79,0.125,5,"(2042, 2041)",2.2894913146219628e-122,4.1339226044256635e-79
glioma_mibitof:UCSF_TA2_R6C3_whole_cell.tiff,glioma_mibitof,1342,0.0003221562866086689,2.9508196721311477,2.713985542872564e-94,9.061426423639342e-48,0.125,5,"(2042, 2040)",3.438449026527796e-94,1.0796960977117765e-47
glioma_mibitof:UCSF_TA5_R98C3_whole_cell.tiff,glioma_mibitof,6127,0.0014686691896359464,1.7659539742125019,2.5101233197110623e-270,3.3437651333682858e-192,0.125,5,"(2044, 2041)",5.811056432511229e-270,8.14553706045956e-192
glioma_mibitof:UCSF_TA6_R6C1_whole_cell.tiff,glioma_mibitof,1189,0.0002850085958017203,3.1286795626576955,9.926742320254861e-78,1.0895056864729016e-36,0.125,5,"(2044, 2041)",1.1676540966537074e-77,1.2095720792232037e-36
glioma_mibitof:UCSF_TA6_R7C1_whole_cell.tiff,glioma_mibitof,1212,0.0002906640017670069,3.102310231023102,1.183078670170757e-78,7.749976957531881e-47,0.125,5,"(2041, 2043)",1.3974110011131898e-78,9.185266807731334e-47
glioma_mibitof:UCSF_TA6_R7C3_whole_cell.tiff,glioma_mibitof,1033,0.00024749344010610835,3.6786060019361084,3.100010122042521e-75,4.763323417405023e-43,0.125,5,"(2044, 2042)",3.623252848480087e-75,5.481156607426635e-43
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point10_R6C7_segmentation_labels.tiff,tma_controls_mibitof,602,0.0005780568838701005,3.9867109634551494,2.229752125125169e-58,3.3336031465214884e-26,0.125,5,"(1021, 1020)",2.4493548669595155e-58,3.501797048969596e-26
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point11_R1C4_segmentation_labels.tiff,tma_controls_mibitof,1638,0.0015743959769280824,3.4310134310134313,1.3706014092148208e-139,3.2948369834773e-87,0.125,5,"(1021, 1019)",2.0324730299040292e-139,4.7659916162110265e-87
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point12_R2C10_segmentation_labels.tiff,tma_controls_mibitof,1472,0.0014204106839586228,3.342391304347826,1.4788359092551232e-132,5.108801417150027e-73,0.125,5,"(1016, 1020)",2.142117135716025e-132,6.973245990279517e-73
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point13_R1C8_segmentation_labels.tiff,tma_controls_mibitof,1687,0.0016246773758619361,3.3669235328986367,8.805355688558599e-155,1.0095635779284396e-130,0.125,5,"(1018, 1020)",1.3818656188627387e-154,1.7934397348523985e-130
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point14_R8C5_segmentation_labels.tiff,tma_controls_mibitof,1052,0.0010131351235264036,3.9163498098859315,1.1768243634143857e-69,4.135089500717198e-64,0.125,5,"(1019, 1019)",1.3427922860588699e-69,5.412357297040993e-64
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point15_R2C11_segmentation_labels.tiff,tma_controls_mibitof,1235,0.0011905450479110032,3.595141700404858,5.452413613353433e-102,1.5573127565757812e-60,0.125,5,"(1017, 1020)",7.07431978167959e-102,1.9956863926081922e-60
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point16_R7C6_segmentation_labels.tiff,tma_controls_mibitof,634,0.0006087841600891091,4.479495268138802,7.487653373760778e-68,2.59067919610893e-39,0.125,5,"(1021, 1020)",8.50325144954724e-68,2.921881953574644e-39
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point17_R4C1_segmentation_labels.tiff,tma_controls_mibitof,295,0.0002841026737432309,7.932203389830509,3.9898697261830546e-54,2.5879700219980718e-28,0.125,5,"(1017, 1021)",4.32651498432975e-54,2.7443906209507566e-28
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point18_R8C10_segmentation_labels.tiff,tma_controls_mibitof,1048,0.0010063182961725337,3.740458015267176,1.8361360801186846e-93,6.755745964657364e-60,0.125,5,"(1021, 1020)",2.3121987815365533e-93,8.636182827517375e-60
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point19_R3C3_segmentation_labels.tiff,tma_controls_mibitof,845,0.0008121876201460977,3.7633136094674557,2.262051945159247e-74,4.118416425734214e-47,0.125,5,"(1020, 1020)",2.6340000837928147e-74,4.894145547019768e-47
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point1_R8C9_segmentation_labels.tiff,tma_controls_mibitof,694,0.0006683610035430838,4.265129682997118,1.8545265512616062e-65,8.53207959458523e-42,0.125,5,"(1019, 1019)",2.0833404387014375e-65,9.76390054008416e-42
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point20_R1C6_segmentation_labels.tiff,tma_controls_mibitof,1610,0.0015459660847688733,2.484472049689441,2.267197763873228e-108,4.126326903449888e-69,0.125,5,"(1020, 1021)",3.010399071673508e-108,5.51177028206758e-69
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point21_R3C4_segmentation_labels.tiff,tma_controls_mibitof,882,0.0008477508650519031,4.058956916099773,2.222254004684275e-86,5.035005638369029e-44,0.125,5,"(1020, 1020)",2.7130958782756022e-86,5.854178186383648e-44
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point22_R7C7_segmentation_labels.tiff,tma_controls_mibitof,393,0.0003773693610647001,5.852417302798982,1.9414318479857494e-48,1.7151293867146712e-29,0.125,5,"(1021, 1020)",2.065085715687839e-48,1.8312304528922796e-29
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point23_R3C2_segmentation_labels.tiff,tma_controls_mibitof,1713,0.0016480979045200024,2.8955049620548743,2.7012411523847476e-121,6.218893048126036e-75,0.125,5,"(1019, 1020)",3.7426690855801093e-121,8.567094393161716e-75
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point24_R6C10_segmentation_labels.tiff,tma_controls_mibitof,712,0.0006856966755267922,4.606741573033708,3.9238076838440383e-75,6.081645478592196e-51,0.125,5,"(1020, 1018)",4.584381367992866e-75,7.381647426989284e-51
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point25_R2C12_segmentation_labels.tiff,tma_controls_mibitof,1553,0.001492696551995917,3.0779137153895686,3.421076473047543e-118,7.423572316337112e-71,0.125,5,"(1021, 1019)",4.690088597597663e-118,1.0005963031472075e-70
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point26_R1C3_segmentation_labels.tiff,tma_controls_mibitof,1064,0.0012697958063322711,2.6879699248120303,1.001861990540931e-81,8.66356252395182e-53,0.125,5,"(901, 930)",1.200159185446616e-81,1.065208888279588e-52
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point27_R1C11_segmentation_labels.tiff,tma_controls_mibitof,1379,0.0013267524870595932,3.3647570703408265,1.9402849390832697e-117,1.2231694257814367e-91,0.125,5,"(1020, 1019)",2.6518642734166527e-117,1.80783630701156e-91
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point28_R7C10_segmentation_labels.tiff,tma_controls_mibitof,352,0.00033899610924920066,7.2727272727272725,1.5487586972571668e-48,3.457953716248173e-36,0.125,5,"(1018, 1020)",1.6502126958492432e-48,3.824075586346687e-36
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point2_R1C5_segmentation_labels.tiff,tma_controls_mibitof,1573,0.0015134022205545614,3.242212333121424,4.187321350458634e-139,1.4261855119208627e-99,0.125,5,"(1020, 1019)",6.191763531004884e-139,2.1822525006020843e-99
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point3_R6C11_segmentation_labels.tiff,tma_controls_mibitof,1752,0.0016823183729907242,2.819634703196347,4.193709364836352e-131,4.1538950590193054e-82,0.125,5,"(1020, 1021)",6.01605619953327e-131,5.910074837957763e-82
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point4_R1C7_segmentation_labels.tiff,tma_controls_mibitof,1909,0.0018330740719402355,3.0068098480880043,1.0567055656775442e-152,3.7737873620087e-116,0.125,5,"(1020, 1021)",1.6434718533919175e-152,6.19313606492547e-116
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point5_R1C2_segmentation_labels.tiff,tma_controls_mibitof,1972,0.0018935683969964088,2.900608519269777,5.632573904904121e-156,1.4344378981897824e-106,0.125,5,"(1021, 1020)",8.884105204553319e-156,2.26822762331478e-106
tma_controls_mibitof:201001_Slide23Stain2Run_shuffled_Point6_R8C11_segmentation_labels.tiff,tma_controls_mibitof,600,0.0005772672169947468,5.6000000000000005,1.0293239291165217e-67,6.577296635903924e-37,0.125,5,"(1020, 1019)",1.1680881652001807e-67,7.320348322853868e-37
