,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,dataset,num_edges,num_nodes,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0012936610608020697,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,160,773,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,4.325821864097578e-07,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,160,773,,,
closeness,Exponential Saturation Fit,0.9999906543233701,0.0002919850565263955,-0.15724712954711678,0.3389391979301423,0.08396946564885496,1.0078051513475026,,,,,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,160,773,0.23846880972262482,2373.913200855684,0.6390268441475176
clustering,Piecewise Linear Fit,0.9999999780826877,0.1848039204207467,-1.1141399602084936,1.0,0.9482535575679172,1.0023490301289364,0.3696078412569464,0.08896501515049979,-0.001684334778803469,,,,,glioma_mibitof:CHOP_907_R12C10_whole_cell.tiff,160,773,,,
degree,Exponential Saturation Fit,0.9999998486526165,0.002833207586105648,-0.24768953988549106,1.0,0.10656436487638533,1.0019032222688458,,,,,,,,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,778,1173,0.5388567438566988,244.65103925798968,0.818338079737409
pagerank,Michaelis-Menten Fit,0.9999998529566448,9.779901979868089e-05,-0.15394217145066066,1.0,0.042625745950554135,1.000233062112177,,,,,0.00022905363270368144,9.783845871979316e-05,0.000629306509914771,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,778,1173,,,
betweenness,Piecewise Linear Fit,0.9999998206390116,0.052087847923904446,-0.5457662654811611,1.0,0.42284739982949704,1.0010323551011577,0.10417580862154227,9.237585094264871e-05,4.004631978889534e-06,,,,,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,778,1173,,,
closeness,Michaelis-Menten Fit,0.9999999868014519,0.24314225135601317,-0.10178837934605046,0.7084398976982097,1.0,1.002154658069923,,,,,141934.02466644195,534106.8797849147,0.5701630268920952,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,778,1173,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.12165387894288149,,,,glioma_mibitof:Brainiaqc_R9C1_whole_cell.tiff,778,1173,,,
degree,Piecewise Linear Fit,0.9999998208191984,0.12005903683044901,-0.09214663321905628,1.0,0.7259740259740259,1.0048422113621331,0.24011807367293375,1.9950340100432191,2.359833679892131,,,,,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,3052,2310,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0004329004329004328,,,,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,3052,2310,,,
betweenness,Piecewise Linear Fit,0.9999991024275284,0.10711734379601355,-1.181200324394213,1.0,0.6653679653679654,1.0110162679292092,0.21423472062188736,0.0006486091254817619,-1.0658114145469349e-05,,,,,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,3052,2310,,,
closeness,Piecewise Linear Fit,0.9999997575246246,0.06754950938763316,0.19139299519616296,0.948051948051948,0.46529680365296805,1.0196230754580713,0.1350990187634553,-1.1438370936171185,0.4809671095466953,,,,,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,3052,2310,,,
clustering,Piecewise Linear Fit,0.9999994849991748,0.01708084209064949,0.1402099932171221,1.0,0.17316017316017315,1.0022443697502386,0.03416168418019822,-3.1034614973914056,0.4310836130042473,,,,,glioma_mibitof:Brainiaqc_R5C2_whole_cell.tiff,3052,2310,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.17543859649122806,,,,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,30,342,,,
pagerank,Piecewise Linear Fit,0.9999953608640494,0.011776400987972774,-0.29053625058198546,1.0,0.15204678362573099,1.0015695541701952,0.023552802015950385,0.05887488641864295,0.0016930607335029892,,,,,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,30,342,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,3.2515122783606654e-07,,,,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,30,342,,,
closeness,Exponential Saturation Fit,0.9999999003607116,0.014410218808362104,-0.7312277289934082,0.19005847953216373,0.4153846153846154,1.063956255031422,,,,,,,,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,30,342,0.8013877329475358,48.10108638634279,0.1472802467545346
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.008771929824561403,,,,glioma_mibitof:Brainiaqc_R6C1_whole_cell.tiff,30,342,,,
degree,Michaelis-Menten Fit,0.9999995672547107,0.0004704112307202229,-0.28948496171657306,1.0,0.08563340410474168,1.0014308644291658,,,,,0.8552406151319438,0.00047133567413169873,1.0485256619013708,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,1323,1413,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0007077140835102625,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,1323,1413,,,
betweenness,Piecewise Linear Fit,0.9999984232468584,0.09691611810607693,-0.6456790454416428,1.0,0.6341118188251946,1.004353866658195,0.19383260018675152,5.3254330781031216e-05,2.832202067963753e-06,,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,1323,1413,,,
closeness,Piecewise Linear Fit,0.9999967995360939,0.09406424094299547,0.08530781592713425,0.7983014861995754,0.624113475177305,1.0072550769938529,0.18812848185464046,-0.6000773467905188,0.7181181359108469,,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,1323,1413,,,
clustering,Michaelis-Menten Fit,0.999999776673735,0.23984208340970758,0.16949670481816775,1.0,1.0,1.0002161631720112,,,,,-8594.22903339259,44794.51548969049,0.317499382838387,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,1323,1413,,,
degree,Piecewise Linear Fit,0.9999999954614982,0.06102213522571502,-0.1456366177770101,1.0,0.39508110936682367,1.0056714332621501,0.12204427045318447,6.956206563635223,2.490186714118487,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,3016,1911,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0005232862375719521,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,3016,1911,,,
betweenness,Piecewise Linear Fit,0.9999984434650038,0.1336924367392424,-0.937996020455129,1.0,0.7482993197278912,1.0202016683274049,0.2673849175214108,0.0006071006121962384,5.365152889788843e-06,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,3016,1911,,,
closeness,Piecewise Linear Fit,0.9999996164342353,0.15597453414833506,0.1987259577077508,0.9178440607012036,0.814139110604333,1.0137445012293478,0.31194906823625024,-0.516302598082629,0.4857617547540318,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,3016,1911,,,
clustering,Piecewise Linear Fit,0.999999999134851,0.17654257930006204,-0.07066480890925442,1.0,0.9079016221873365,1.000087065515291,0.35308515883458014,0.15059761368105085,0.3496525918195317,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,3016,1911,,,
degree,Piecewise Linear Fit,0.9999999047798589,0.14510130739191185,0.16982590393436262,1.0,0.8057996485061512,1.0058540201332464,0.2902026147587221,-1.1561141252077756,1.1555515696750371,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,558,1138,,,
pagerank,Piecewise Linear Fit,0.9999999772136717,0.11793175134376499,0.07426078024558812,1.0,0.7179261862917399,1.0014699272543959,0.23586346061364785,-0.0005605936291304256,0.0009563767691946054,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,558,1138,,,
betweenness,Piecewise Linear Fit,0.9999999999268059,0.1996946048046756,0.7828064907294873,1.0,0.9481546572934973,1.0037556527656861,0.3993872683448224,-2.057366235677163e-05,9.356712744510105e-06,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,558,1138,,,
closeness,Michaelis-Menten Fit,0.9999996371890661,0.24534603012979522,-0.06853214821337394,0.6335676625659051,1.0,1.0004267804918323,,,,,6866.5851416530895,36083.741357315084,0.634569004927263,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,558,1138,,,
clustering,Michaelis-Menten Fit,0.9999998441704498,0.028122521676979494,0.7756306963789723,1.0,1.0,1.015162004074321,,,,,-0.14195815322898336,0.03176333452975142,0.1526117573550826,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,558,1138,,,
degree,Michaelis-Menten Fit,0.9999999994743544,0.1744467911759114,0.14563765505570087,1.0,1.0,1.0014757454895749,,,,,-0.6574380974784186,0.6020487431152448,1.1618565000583605,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,725,1401,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0007137758743754458,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,725,1401,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,4.365568196207534e-06,,,,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,725,1401,,,
closeness,Michaelis-Menten Fit,0.9999998290818132,0.005441755699304138,-0.19618408806377136,0.6409707351891506,0.40311804008908686,1.003310684887525,,,,,0.2169290469143391,0.005565052951910777,0.4394284301949001,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,725,1401,,,
clustering,Michaelis-Menten Fit,0.9999999110782406,0.010726231675721742,0.5222153140393299,1.0,0.6837972876516774,1.0036381409448927,,,,,-0.10894752001966707,0.011216046583925688,0.15524202047881114,glioma_mibitof:CHOP_907_R11C14_whole_cell.tiff,725,1401,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.543640897755611,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,218,802,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.001246882793017457,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,218,802,,,
betweenness,Piecewise Linear Fit,0.9999998895229525,0.05544699601719915,0.6078823009839112,1.0,0.442643391521197,1.0067786789321487,0.11089304735838854,-1.1738838595415155e-05,1.7215577526893254e-06,,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,218,802,,,
closeness,Piecewise Linear Fit,0.9999999826431177,0.06035328717638443,-0.04135178382564248,0.42643391521197005,0.45614035087719296,1.0006666590016293,0.12070657437394255,0.5700765521073854,0.7976256788381438,,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,218,802,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.018703241895261846,,,,glioma_mibitof:CHOP_907_R11C9_whole_cell.tiff,218,802,,,
degree,Piecewise Linear Fit,0.9999997716566266,0.05627559301592532,0.12991374024323799,1.0,0.3996010638297872,1.0031767600358805,0.11255118602774301,-2.7400467212562023,1.3411218918576933,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,830,1504,,,
pagerank,Piecewise Linear Fit,0.9999999525668293,0.023063740241407414,0.06996450978682897,1.0,0.2047872340425532,1.000471983960814,0.0461274783158005,-0.0021286190913928104,0.000750791278078478,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,830,1504,,,
betweenness,Piecewise Linear Fit,0.9999996938524385,0.06279794114253519,0.362542201595776,1.0,0.43683510638297873,1.0020757626093357,0.1255957256150954,-8.016589158173521e-05,1.8920157079893884e-05,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,830,1504,,,
closeness,Piecewise Linear Fit,0.9999999161350158,0.05658799585407525,-0.06744555282698625,0.6216755319148937,0.4106951871657754,1.0008022440826667,0.11317599172578081,0.6419320587474244,0.5022665513743688,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,830,1504,,,
clustering,Piecewise Linear Fit,0.9999999533540275,0.055849775912663525,0.32873178346776794,1.0,0.3982712765957447,1.0025385484943163,0.1116995518012043,-0.4630463264372959,0.10453013356275279,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,830,1504,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,0.9761042722664736,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,674,1381,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0007241129616220127,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,674,1381,,,
betweenness,Piecewise Linear Fit,0.9999999813313252,0.16111465748642081,-0.4861021224699049,1.0,0.8624185372918175,1.003389311119348,0.32223310555965085,8.500776560263742e-06,1.447881675260454e-06,,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,674,1381,,,
closeness,Piecewise Linear Fit,0.9999999999999835,0.2421714686877424,0.11509525655931512,0.6183924692251991,0.9988290398126464,1.0048317965387543,0.4843429372126132,-0.2973777392480677,0.6977277145592222,,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,674,1381,,,
clustering,Piecewise Linear Fit,0.9999999999408452,0.11245367426152088,0.530951745607797,1.0,0.6973207820419985,1.004712227761519,0.2249073484356157,-0.25725439753060797,0.08341476031260216,,,,,glioma_mibitof:CHOP_907_R11C12_whole_cell.tiff,674,1381,,,
degree,Piecewise Linear Fit,0.9999986033477214,0.03194035115378646,0.21539404998432196,1.0,0.28896321070234116,1.0106955482216828,0.06388070230674214,-7.68935073635569,1.3858389428189533,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,733,1495,,,
pagerank,Piecewise Linear Fit,0.999999478762007,0.03211775133646424,0.13644936950637065,1.0,0.28896321070234116,1.0072105839760115,0.0642355006125962,-0.003117725362605645,0.0008339912729751345,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,733,1495,,,
betweenness,Piecewise Linear Fit,0.9999995863428272,0.03620018957655006,0.38641220253459857,1.0,0.3137123745819398,1.0025812033787065,0.07240022167789614,-4.59757328903411e-05,5.9714041334157456e-06,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,733,1495,,,
closeness,Constant Fit,,0,0,0.5946488294314382,0.0,,,,,0.5994716285328049,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,733,1495,,,
clustering,Piecewise Linear Fit,0.9999999846866341,0.027575344922312384,0.5645019520332647,1.0,0.2602006688963211,1.0078908112855605,0.05515068984046422,-1.3255677363505056,0.10130562017117636,,,,,glioma_mibitof:CHOP_907_R11C8_whole_cell.tiff,733,1495,,,
degree,Exponential Saturation Fit,0.9999999707539221,0.1819973018184202,0.901104651647108,1.0,1.0,1.0207308467702623,,,,,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,39,193,-0.8581055583156857,2.1572855167427587,0.5878595493923527
pagerank,Michaelis-Menten Fit,0.9999945989362962,0.24294162581607084,0.49634734092587296,1.0,1.0,1.0096601949268849,,,,,-454.44478713540343,53328.185731300575,0.006241241468802073,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,39,193,,,
betweenness,Piecewise Linear Fit,0.9999985970821227,0.056915165797028794,0.9999969108758209,1.0,0.5595854922279793,1.0105471246162332,0.11383029483230968,-0.0003096434147703653,3.524680563723492e-05,,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,39,193,,,
closeness,Michaelis-Menten Fit,0.999996594125655,0.022431042939921698,-0.3155632899775978,0.37305699481865284,1.0,1.0569590502106805,,,,,0.5227906028378115,0.02559161387562475,0.529636461922049,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,39,193,,,
clustering,Piecewise Linear Fit,,0.0,0.0,1.0,0.538860103626943,,0.10321852892837284,0.0,0.0,,,,,glioma_mibitof:CHOP_907_R13C13_whole_cell.tiff,39,193,,,
degree,Exponential Saturation Fit,0.9999998574826295,0.0074841841330321665,-0.283463278240432,1.0,0.13296616837136113,1.015817828632805,,,,,,,,glioma_mibitof:Brainiaqc_R7C2_whole_cell.tiff,9026,3813,2.1465813744397777,92.6149287875064,2.7130575617245705
pagerank,Piecewise Linear Fit,0.9999997840674179,0.006135427196619086,-0.08251231815749019,1.0,0.06713873590348807,1.004931796258326,0.012270854767410614,0.003279465008334106,0.00022373255288631703,,,,,glioma_mibitof:Brainiaqc_R7C2_whole_cell.tiff,9026,3813,,,
betweenness,Piecewise Linear Fit,0.9999996260213287,0.12083082323569769,-0.9663338987392665,1.0,0.7589824285339628,1.0185055795263098,0.24166164681524888,0.07028040720941833,0.0002958540654000446,,,,,glioma_mibitof:Brainiaqc_R7C2_whole_cell.tiff,9026,3813,,,
closeness,Exponential Saturation Fit,0.9999857933560878,0.00876081273901499,0.526661066381748,0.987149226330973,0.1514346439957492,1.011874466475602,,,,,,,,glioma_mibitof:Brainiaqc_R7C2_whole_cell.tiff,9026,3813,-0.14406347142947856,79.11905001316315,0.2088023084538191
clustering,Piecewise Linear Fit,0.999999976770407,0.12279554274635482,-0.03807714916876092,1.0,0.7681615525832678,1.00069461131203,0.2455910856536167,0.15262916842943547,0.4734738061033909,,,,,glioma_mibitof:Brainiaqc_R7C2_whole_cell.tiff,9026,3813,,,
degree,Michaelis-Menten Fit,0.9999987943646856,0.010395880482466842,-0.3609225542015985,1.0,0.589648798521257,1.0185528545824234,,,,,2.9310365499502637,0.010853675355095157,2.5390550901674764,glioma_mibitof:Brainiaqc_R6C4_whole_cell.tiff,8263,3246,,,
pagerank,Michaelis-Menten Fit,0.9999969885061449,0.0014408266462821423,-0.170397500250838,1.0,0.10720887245841035,1.0063868744381157,,,,,9.08746711055473e-05,0.0014493021688904118,0.0002205690617432068,glioma_mibitof:Brainiaqc_R6C4_whole_cell.tiff,8263,3246,,,
betweenness,Piecewise Linear Fit,0.9999997767510119,0.041620140171860213,-1.2878673452522005,1.0,0.2794208256315465,1.010271405492555,0.08324028043222058,0.09405663879534383,-0.0008750125656264837,,,,,glioma_mibitof:Brainiaqc_R6C4_whole_cell.tiff,8263,3246,,,
closeness,Michaelis-Menten Fit,0.9999998845439858,0.010422011077327226,0.3859051871542507,0.9617991373998768,0.5829596412556054,1.0053601588108485,,,,,-0.1573208091751291,0.010882161143333954,0.276392300979866,glioma_mibitof:Brainiaqc_R6C4_whole_cell.tiff,8263,3246,,,
clustering,Piecewise Linear Fit,0.9999999788507659,0.14425873967431066,-0.10577235273931608,1.0,0.7788046826863833,1.007330494254496,0.2885174794351598,0.3333987894254855,0.406613768767971,,,,,glioma_mibitof:Brainiaqc_R6C4_whole_cell.tiff,8263,3246,,,
degree,Piecewise Linear Fit,0.9999999963041223,0.07240306551819936,-0.17128224227048963,1.0,0.5559502664298401,1.0001892359666977,0.14480613104948287,1.1067243806806895,0.3876954794053876,,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,139,563,,,
pagerank,Piecewise Linear Fit,0.9999999851413885,0.07210034278562741,-0.11122968189112058,1.0,0.5559502664298401,1.0004057784096727,0.14420069102441507,0.002644350843303267,0.0015234396479014546,,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,139,563,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,9.029408428934482e-07,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,139,563,,,
closeness,Exponential Saturation Fit,0.9999772531485358,5.761867166524305e-06,-0.28013153798303553,0.3925399644760213,0.03619909502262444,1.02027989831078,,,,,,,,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,139,563,0.3863228076559808,120299.05589080373,0.49637682240943337
clustering,Michaelis-Menten Fit,0.9999992794576787,0.2284673836062717,-0.7266575164545368,1.0,1.0,1.0019097768022502,,,,,38049.918456384185,205433.55255056577,0.01591781465871112,glioma_mibitof:CHOP_907_R12C13_whole_cell.tiff,139,563,,,
degree,Piecewise Linear Fit,0.9999995996411642,0.005755577921241774,-0.20526563357827934,1.0,0.072630173564753,1.0116658762529855,0.011511155842491592,143.06696807935631,3.188115603579315,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,8910,3745,,,
pagerank,Piecewise Linear Fit,0.9999995293394964,0.004620605380878953,-0.09600873051343266,1.0,0.06515353805073432,1.0067780151864238,0.00924121094299553,0.005098947103599419,0.0002218363984354168,,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,8910,3745,,,
betweenness,Michaelis-Menten Fit,0.9999990520332466,0.21867662109663444,-0.8027005788716449,1.0,1.0,1.05468342690375,,,,,0.11001051437193189,1.8961916317352572,0.002795924628280267,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,8910,3745,,,
closeness,Constant Fit,,0,0,0.9901201602136182,0.0,,,,,0.03073437027289461,,,,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,8910,3745,,,
clustering,Michaelis-Menten Fit,0.9999999689844467,0.0017962109248881599,0.12326682685336926,1.0,0.15834445927903873,1.0020874319696635,,,,,-0.13166974721089159,0.0018093590501898633,0.5977314719883888,glioma_mibitof:Brainiaqc_R5C5_whole_cell.tiff,8910,3745,,,
degree,Piecewise Linear Fit,0.9999996149116768,0.022317114118745332,0.15386967919956415,1.0,0.21101871101871103,1.0018652869113713,0.04463422823670698,-5.695460510939432,0.9531704988458212,,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,353,962,,,
pagerank,Piecewise Linear Fit,0.9999994983462365,0.02254902006315012,0.11289048425971832,1.0,0.2130977130977131,1.0023482004502362,0.045098039330527424,-0.0056672003682428276,0.0012597701361708393,,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,353,962,,,
betweenness,Piecewise Linear Fit,0.9999999423882998,0.018697268871655275,0.3973576641700703,1.0,0.19022869022869024,1.0005670634366264,0.0373944805322685,-6.536244824190772e-05,4.297607554051922e-06,,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,353,962,,,
closeness,Constant Fit,,0,0,0.5145530145530145,0.0,,,,,0.7702815818826816,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,353,962,,,
