,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,constant_c,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,dataset,num_edges,num_nodes
betweenness,Piecewise Linear Fit,0.9999994419771581,0.00017241065865403573,0.8913591421358769,1.0,0.018315018315018316,1.6430672242654523,,,,,,,,0.00034482131730796895,-336.17942632074465,0.12298623948270737,glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,3256,1092
closeness,Exponential Saturation Fit,0.9999769201118776,0.01991276791724603,0.07768831224023943,1.0,0.38003663003663,1.40137150810491,,,,,-0.015199734731716576,34.80918029991422,0.10542496697485172,,,,glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,3256,1092
clustering,Constant Fit,,0,0,1.0,0.0,,0.4332984475841619,,,,,,,,,,glioma_mibitof:CoH_C001_R6C3_whole_cell.tiff,3256,1092
degree,Constant Fit,,0,0,1.0,0.0,,5.900990099009901,,,,,,,,,,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,1192,404
pagerank,Constant Fit,,0,0,1.0,0.0,,0.002475247524752475,,,,,,,,,,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,1192,404
betweenness,Exponential Saturation Fit,0.9927809418043084,7.87813909765952e-05,0.7521378922105593,1.0,0.04455445544554455,1.3136078483717355,,,,,-0.07674750111116242,8798.361811977185,0.08939331879617675,,,,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,1192,404
closeness,Piecewise Linear Fit,0.9999999999999069,0.24147938059889704,-0.06593079221955506,1.0,0.9975247524752475,1.1508512430279527,,,,,,,,0.4829587624703463,0.037951986402513294,0.1298390494040422,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,1192,404
clustering,Piecewise Linear Fit,0.9999990979197622,0.04509803869406886,0.06204062257772468,1.0,0.39851485148514854,1.0056741582217448,,,,,,,,0.09019607737389831,-0.6334273552278812,0.48901192623227163,glioma_mibitof:CHOP_941_R8C7_whole_cell.tiff,1192,404
degree,Piecewise Linear Fit,0.9999996662385713,0.049551789961231954,-0.03436788704122692,1.0,0.423841059602649,1.0014059491272114,,,,,,,,0.09910357992492394,4.028848159870739,5.6091766176402915,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,1339,453
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0022075055187637973,,,,,,,,,,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,1339,453
betweenness,Exponential Saturation Fit,0.9929533752014128,0.00012719152555622164,0.7748448403201499,1.0,0.04194260485651214,1.3101459729252167,,,,,-0.08183371985987584,5449.633367873617,0.09372338036090533,,,,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,1339,453
closeness,Michaelis-Menten Fit,0.9999978545746641,0.23620867243246085,-0.037519013397260784,1.0,1.0,1.0389764777004595,,35810.783609630664,1724490.4818870306,0.12583155138684915,,,,,,,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,1339,453
clustering,Piecewise Linear Fit,0.9999999497500972,0.04967844863434942,0.04445116840202711,1.0,0.4260485651214128,1.001395048745269,,,,,,,,0.09935689724402136,-0.4026215236889634,0.4699698226383516,glioma_mibitof:CoH_C001_R5C1_whole_cell.tiff,1339,453
degree,Constant Fit,,0,0,1.0,0.0,,5.904977375565611,,,,,,,,,,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,1305,442
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0022624434389140274,,,,,,,,,,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,1305,442
betweenness,Exponential Saturation Fit,0.9956008890708119,0.00018685935405956495,0.7407927458750824,1.0,0.049773755656108594,1.2342764635549606,,,,,-0.06880971200482089,3709.459371203192,0.08084815091444296,,,,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,1305,442
closeness,Michaelis-Menten Fit,0.9999971900649658,0.24533853228591743,-0.040692741889561915,1.0,1.0,1.036043303862337,,38303.63629184451,1722851.502194192,0.1285874655440133,,,,,,,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,1305,442
clustering,Constant Fit,,0,0,1.0,0.0,,0.4431305622482093,,,,,,,,,,glioma_mibitof:CHOP_941_R6C4_whole_cell.tiff,1305,442
degree,Piecewise Linear Fit,0.9999994114660188,0.021764128994946612,-0.04880294082443366,1.0,0.24441964285714285,1.0090042203948049,,,,,,,,0.04352825799023198,12.847040025926097,5.449653305995943,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2650,896
pagerank,Piecewise Linear Fit,0.9999995913196869,0.016998473488868533,-0.024917080513261403,1.0,0.21540178571428573,1.0016040282687577,,,,,,,,0.03399694909207988,0.001607920401049015,0.0010695937780719575,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2650,896
betweenness,Exponential Saturation Fit,0.9956539824039026,5.7772859095879954e-05,0.7616312706356113,1.0,0.04241071428571429,1.2365172067506036,,,,,-0.05895041464015133,11997.79953950241,0.06817530856118657,,,,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2650,896
closeness,Piecewise Linear Fit,0.9999999999343062,0.24411976382707937,-0.08328036263071917,1.0,0.9977678571428571,1.3087276325049797,,,,,,,,0.4882395292210278,0.031160195101751078,0.08373307443835977,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2650,896
clustering,Piecewise Linear Fit,0.9999991402119546,0.021230794492142855,0.06513941625279394,1.0,0.24107142857142858,1.0111748567342467,,,,,,,,0.04246158898123192,-1.390481956711342,0.4827187832963284,glioma_mibitof:CHOP_941_R7C6_whole_cell.tiff,2650,896
degree,Constant Fit,,0,0,1.0,0.0,,5.984984984984985,,,,,,,,,,glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,7972,2664
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0003753753753753755,,,,,,,,,,glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,7972,2664
betweenness,Michaelis-Menten Fit,0.9997027229968584,1.2432029371269747e-05,0.9378743253790821,1.0,0.008633633633633633,1.5554163013034055,,-0.1333368406749636,1.243265619205099e-05,0.13774954653583374,,,,,,,glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,7972,2664
closeness,Exponential Saturation Fit,0.9998550309599883,0.05268964337278727,0.12216615615215766,1.0,0.6944444444444444,1.8783146909512296,,,,,-0.01710642314057379,13.12599387581513,0.07844480913262065,,,,glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,7972,2664
clustering,Exponential Saturation Fit,0.9999999988975611,0.04684496054813612,0.028229284718037456,1.0,0.6291291291291291,1.0011350928790044,,,,,-0.024554094226990522,14.782058360801107,0.44687650327513756,,,,glioma_mibitof:Stanford_TA550_R1C3_whole_cell.tiff,7972,2664
degree,Piecewise Linear Fit,0.999999985214922,0.02893336816581285,-0.021629415035976346,1.0,0.2543171114599686,1.0008069568567006,,,,,,,,0.05786673633294488,4.386544405817491,5.740902039618174,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,3793,1274
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0007849293563579282,,,,,,,,,,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,3793,1274
betweenness,Exponential Saturation Fit,0.9999962541253992,0.00023629205520797906,0.8705945679222915,1.0,0.030612244897959183,1.4966415585321833,,,,,-0.09339822594190943,2933.4341394615926,0.10033959574914879,,,,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,3793,1274
closeness,Exponential Saturation Fit,0.9999957505661589,0.010454141811289485,0.04865110066344951,1.0,0.21664050235478807,1.0951586015754367,,,,,-0.0081380257663898,66.30359577668968,0.08770561771378727,,,,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,3793,1274
clustering,Piecewise Linear Fit,0.9999995290851877,0.019694598167020714,0.0600437437763991,1.0,0.19858712715855573,1.0082622488101372,,,,,,,,0.03938919633116448,-1.369129502884038,0.4760446375604185,glioma_mibitof:CHOP_941_R8C6_whole_cell.tiff,3793,1274
degree,Piecewise Linear Fit,0.9999998239311787,0.040805178908006855,-0.03467275178844397,1.0,0.3656716417910448,1.0026671111822785,,,,,,,,0.08161035781767075,4.925024169265008,5.595126462181334,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,1582,536
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0018656716417910445,,,,,,,,,,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,1582,536
betweenness,Piecewise Linear Fit,0.9931847846154667,0.00045381744788477806,0.7473820957052487,1.0,0.04664179104477612,1.3052827401901739,,,,,,,,0.0009076348957683569,-75.6834537043945,0.0803021776866684,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,1582,536
closeness,Piecewise Linear Fit,0.9999999999998573,0.23088235231940427,-0.07366136796396316,1.0,0.9981343283582089,1.269985178944063,,,,,,,,0.4617647058810853,0.037170847735519826,0.10792528441189635,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,1582,536
clustering,Piecewise Linear Fit,0.9999996491256724,0.04009563770185888,0.05130785417800727,1.0,0.36380597014925375,1.0048513703686133,,,,,,,,0.0801912753898114,-0.5766520110348237,0.4737584761685498,glioma_mibitof:CHOP_941_R8C5_whole_cell.tiff,1582,536
degree,Constant Fit,,0,0,1.0,0.0,,5.977666108319375,,,,,,,,,,glioma_mibitof:Stanford_TA550_R6C4_whole_cell.tiff,5353,1791
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0005583472920156337,,,,,,,,,,glioma_mibitof:Stanford_TA550_R6C4_whole_cell.tiff,5353,1791
betweenness,Michaelis-Menten Fit,0.9998717238340752,2.064423664485483e-05,0.928865909469598,1.0,0.014517029592406477,1.6508090424557964,,-0.13758363069770368,2.0645993176897152e-05,0.1428457446807198,,,,,,,glioma_mibitof:Stanford_TA550_R6C4_whole_cell.tiff,5353,1791
closeness,Exponential Saturation Fit,0.9999047439612765,0.042417036513271535,0.11259403543631775,1.0,0.605248464544947,1.8740001331872826,,,,,-0.018435057321566778,16.33273133427145,0.0910497898908989,,,,glioma_mibitof:Stanford_TA550_R6C4_whole_cell.tiff,5353,1791
clustering,Piecewise Linear Fit,0.9999999345194436,0.03778596303522595,0.031410227490738275,1.0,0.30039084310441094,1.0014164386434299,,,,,,,,0.07557192604978635,-0.3656909326988169,0.45373788161716044,glioma_mibitof:Stanford_TA550_R6C4_whole_cell.tiff,5353,1791
degree,Constant Fit,,0,0,1.0,0.0,,5.985288709084222,,,,,,,,,,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,8137,2719
pagerank,Exponential Saturation Fit,0.9999683426897664,0.0003693407331893651,0.17600021882019282,1.0,0.019124678190511217,1.0179127132265773,,,,,-0.00015647123871638275,1876.7164229899904,0.0005227555812231724,,,,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,8137,2719
betweenness,Michaelis-Menten Fit,0.9999943818922479,2.878525400748152e-05,0.9478447212794543,1.0,0.008826774549466716,1.7800059424751817,,-0.14446996064412215,2.8788732903762076e-05,0.14843572991186382,,,,,,,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,8137,2719
closeness,Exponential Saturation Fit,0.999925832293182,0.0404196927462406,0.10980027043899898,1.0,0.587348289812431,1.6379896688157662,,,,,-0.015998589975034887,17.141723285901534,0.08082947438293096,,,,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,8137,2719
clustering,Piecewise Linear Fit,0.9999999942523657,0.03489660789348088,0.01893809707704053,1.0,0.28834130194924606,1.0000030450772732,,,,,,,,0.06979321575771927,-0.238670401693957,0.44811887748972695,glioma_mibitof:CHOP_941_R98C2_whole_cell.tiff,8137,2719
degree,Piecewise Linear Fit,0.9999994575882907,0.049019607427160425,-0.04774792258830555,1.0,0.36855036855036855,1.0061295325493689,,,,,,,,0.09803921485607499,5.589687263621792,5.464554816956082,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,1198,407
pagerank,Constant Fit,,0,0,1.0,0.0,,0.002457002457002457,,,,,,,,,,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,1198,407
betweenness,Piecewise Linear Fit,0.998639747127597,8.853440828958253e-05,0.6246499291829044,1.0,0.051597051597051594,1.122175074328459,,,,,,,,0.00017706881657909894,-267.7980378217262,0.06166554585665304,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,1198,407
closeness,Piecewise Linear Fit,0.9999999999998251,0.2365077684472447,-0.08919435625448306,1.0,0.9975429975429976,1.3445042782616266,,,,,,,,0.47301553782917066,0.05060717650347268,0.12222100663039104,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,1198,407
clustering,Piecewise Linear Fit,0.9999992106239541,0.049019606806828285,0.052052678086195354,1.0,0.36855036855036855,1.0046699389464306,,,,,,,,0.09803921359316785,-0.4785027125445198,0.4740767259885734,glioma_mibitof:CHOP_907_R9C9_whole_cell.tiff,1198,407
degree,Constant Fit,,0,0,1.0,0.0,,5.99494257717838,,,,,,,,,,glioma_mibitof:Brainiaqc_R1C2_whole_cell.tiff,28449,9491
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00010536297545042674,,,,,,,,,,glioma_mibitof:Brainiaqc_R1C2_whole_cell.tiff,28449,9491
betweenness,Michaelis-Menten Fit,0.9962092364765325,7.668191546683146e-06,0.9719591533721048,1.0,0.0027394373617110946,2.1140748918220287,,-0.1715375832813787,7.668429410187523e-06,0.1740092984897613,,,,,,,glioma_mibitof:Brainiaqc_R1C2_whole_cell.tiff,28449,9491
closeness,Exponential Saturation Fit,0.9941532118986215,0.07878402983030101,0.19930776204189798,1.0,0.9012748920029502,4.886156529929751,,,,,-0.015340285311327174,8.620421419787842,0.04550355861317855,,,,glioma_mibitof:Brainiaqc_R1C2_whole_cell.tiff,28449,9491
clustering,Piecewise Linear Fit,0.9999999362027995,0.01291284539823856,0.035878567054641194,1.0,0.10072700453060794,1.0024234182873726,,,,,,,,0.025825690794312635,-1.1931805335609251,0.44483798869296415,glioma_mibitof:Brainiaqc_R1C2_whole_cell.tiff,28449,9491
degree,Constant Fit,,0,0,1.0,0.0,,5.974333662388943,,,,,,,,,,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,6052,2026
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0004935834155972359,,,,,,,,,,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,6052,2026
betweenness,Michaelis-Menten Fit,0.9999061919161738,5.427764403792537e-05,0.9174660938018091,1.0,0.02073050345508391,1.7064041274325394,,-0.1125868202903911,5.4289750665500607e-05,0.1176377733209573,,,,,,,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,6052,2026
closeness,Exponential Saturation Fit,0.9999494680968875,0.032445150105687985,0.0773081740848657,1.0,0.4797630799605133,1.5928610143871003,,,,,-0.011308231218593989,21.362722315475597,0.0787890738179466,,,,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,6052,2026
clustering,Piecewise Linear Fit,0.9999999454263805,0.03055782732712904,0.03159363536257368,1.0,0.23346495557749258,1.0012885086045944,,,,,,,,0.061115654640861834,-0.4562167870768634,0.4552005588552207,glioma_mibitof:Stanford_TA550_R10C4_whole_cell.tiff,6052,2026
degree,Constant Fit,,0,0,1.0,0.0,,5.9736668861092825,,,,,,,,,,glioma_mibitof:Stanford_TA550_R4C3_whole_cell.tiff,4537,1519
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0006583278472679393,,,,,,,,,,glioma_mibitof:Stanford_TA550_R4C3_whole_cell.tiff,4537,1519
betweenness,Piecewise Linear Fit,0.9968845127058907,0.0005233335515182439,0.8590899427602485,1.0,0.02040816326530612,1.1972557911087454,,,,,,,,0.0010466671030350868,-74.70559423347098,0.08460450127115014,glioma_mibitof:Stanford_TA550_R4C3_whole_cell.tiff,4537,1519
closeness,Exponential Saturation Fit,0.9999780994031565,0.01813753706031283,0.08851014102713034,1.0,0.3568136932192232,1.1654213608488913,,,,,-0.015406057781881158,38.21616865944392,0.09473292963598509,,,,glioma_mibitof:Stanford_TA550_R4C3_whole_cell.tiff,4537,1519
clustering,Piecewise Linear Fit,0.9999996416787542,0.024138825865929525,0.029326449698566872,1.0,0.2304147465437788,1.0007697519063923,,,,,,,,0.0482776517227468,-0.5298144538708436,0.4488834427117658,glioma_mibitof:Stanford_TA550_R4C3_whole_cell.tiff,4537,1519
degree,Constant Fit,,0,0,1.0,0.0,,5.995654872749845,,,,,,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,28977,9666
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00010345541071798052,,,,,,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,28977,9666
betweenness,Michaelis-Menten Fit,0.9999343973547024,2.5720417175605148e-05,0.9764962053816275,1.0,0.004862404303745086,1.6269391250324214,,-0.17717524220636482,2.572309328462937e-05,0.1792981759056755,,,,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,28977,9666
closeness,Exponential Saturation Fit,0.9998042479041762,0.05885849439194911,0.2072111612143759,1.0,0.7656734947237741,2.431390974219257,,,,,-0.017379266541279817,11.72501032277504,0.05047209291671835,,,,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,28977,9666
clustering,Piecewise Linear Fit,0.9999999082436322,0.010958816561969899,0.03886940953478706,1.0,0.10438650941444237,1.002885433606036,,,,,,,,0.02191763312250786,-1.5306209777414372,0.448316097803901,glioma_mibitof:CHOP_1101_R99C3_whole_cell.tiff,28977,9666
degree,Constant Fit,,0,0,1.0,0.0,,5.989309783871717,,,,,,,,,,glioma_mibitof:Stanford_TA550_R3C3_whole_cell.tiff,12886,4303
pagerank,Constant Fit,,0,0,1.0,0.0,,0.000232396002788752,,,,,,,,,,glioma_mibitof:Stanford_TA550_R3C3_whole_cell.tiff,12886,4303
betweenness,Michaelis-Menten Fit,0.9999999310641033,7.489612292562383e-06,0.9416972481422383,1.0,0.004880316058563793,1.552705363009048,,-0.12746482015824467,7.489841776904994e-06,0.13140863429310431,,,,,,,glioma_mibitof:Stanford_TA550_R3C3_whole_cell.tiff,12886,4303
closeness,Exponential Saturation Fit,0.9999805533761246,0.04284455408026076,0.1257830150519616,1.0,0.5400883104810598,1.4069304214792595,,,,,-0.013369472539154478,16.169575461280697,0.05980764228626134,,,,glioma_mibitof:Stanford_TA550_R3C3_whole_cell.tiff,12886,4303
clustering,Exponential Saturation Fit,0.999999996635317,0.02686614612547398,0.026908256656085334,1.0,0.33697420404369044,1.0009282321560664,,,,,-0.023122566053497016,25.79989894584484,0.4412154089205413,,,,glioma_mibitof:Stanford_TA550_R3C3_whole_cell.tiff,12886,4303
degree,Constant Fit,,0,0,1.0,0.0,,5.976951283394447,,,,,,,,,,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,5705,1909
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0005238344683080147,,,,,,,,,,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,5705,1909
betweenness,Michaelis-Menten Fit,0.9999719024257804,2.986173229680745e-05,0.9311351962520064,1.0,0.020953378732320588,1.7371548205859022,,-0.13363010640259454,2.9865369183970087e-05,0.13856316940693023,,,,,,,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,5705,1909
closeness,Exponential Saturation Fit,0.9999314411411936,0.047300497751913764,0.10462660832914948,1.0,0.6621267679413305,1.688820290712378,,,,,-0.016368984240606024,14.638006490673204,0.0863443290250989,,,,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,5705,1909
clustering,Piecewise Linear Fit,0.9999997868684928,0.0256042150892312,0.04913681114782256,1.0,0.2289156626506024,1.0053132903920385,,,,,,,,0.05120843017247385,-0.8551095669682199,0.4674749986752203,glioma_mibitof:CoH_C001_R2C1_whole_cell.tiff,5705,1909
degree,Constant Fit,,0,0,1.0,0.0,,5.989473684210527,,,,,,,,,,glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,13656,4560
pagerank,Constant Fit,,0,0,1.0,0.0,,0.00021929824561403506,,,,,,,,,,glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,13656,4560
betweenness,Michaelis-Menten Fit,0.9990898254171806,1.044527093346693e-05,0.9549033516012839,1.0,0.005701754385964913,1.72088769912036,,-0.14184424296590825,1.0445710149477247e-05,0.1451905867685568,,,,,,,glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,13656,4560
closeness,Exponential Saturation Fit,0.999486347694872,0.06265842438931898,0.13277415492421826,1.0,0.7861842105263158,2.5085842861432934,,,,,-0.014487017048794815,10.994732240502355,0.061536371115746585,,,,glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,13656,4560
clustering,Piecewise Linear Fit,0.9999999482422427,0.016820256909043117,0.04110120599427216,1.0,0.14714912280701756,1.0027865582797895,,,,,,,,0.03364051381496708,-1.0785288988649038,0.45951828305602416,glioma_mibitof:CoH_C001_R6C2_whole_cell.tiff,13656,4560
degree,Constant Fit,,0,0,1.0,0.0,,5.958860759493671,,,,,,,,,,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,3766,1264
pagerank,Constant Fit,,0,0,1.0,0.0,,0.0007911392405063289,,,,,,,,,,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,3766,1264
betweenness,Exponential Saturation Fit,0.9999986765949048,0.00018076472868155195,0.8802728435087775,1.0,0.027689873417721517,1.4699676219034559,,,,,-0.09778772209119138,3834.5267167892366,0.10443784534788379,,,,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,3766,1264
closeness,Exponential Saturation Fit,0.9999812068140406,0.0162029690260636,0.057040556458640146,1.0,0.2990506329113924,1.158469503391531,,,,,-0.010083623554959219,42.77902325121641,0.09343175882924236,,,,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,3766,1264
clustering,Piecewise Linear Fit,0.9999999679594798,0.03846449666411642,0.026351904078280117,1.0,0.3188291139240506,1.0002301003120866,,,,,,,,0.07692899330270611,-0.3013682605114196,0.45148347211365253,glioma_mibitof:Stanford_TA550_R3C1_whole_cell.tiff,3766,1264
degree,Constant Fit,,0,0,1.0,0.0,,5.934814814814815,,,,,,,,,,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,2003,675
pagerank,Constant Fit,,0,0,1.0,0.0,,0.001481481481481481,,,,,,,,,,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,2003,675
betweenness,Exponential Saturation Fit,0.9922712446143832,5.2292147084819523e-05,0.8059340900397973,1.0,0.03111111111111111,1.3502351195237157,,,,,-0.08114555235652078,13255.282493334838,0.09091532483004926,,,,glioma_mibitof:Stanford_TA550_R10C1_whole_cell.tiff,2003,675
