,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.3253378378378378,,,,glioma_mibitof:Brainiaqc_R9C4_whole_cell.tiff,513,592,,,
degree,Michaelis-Menten Fit,0.9999990335115168,0.00040778630363715686,-0.17820588442007237,1.0,0.08261617900172118,1.0021664183489205,,,,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,4100,1743,1.4380345922444182,0.000408458337132606,3.3130089727406418
pagerank,Exponential Saturation Fit,0.9999972024401124,0.00278250721240351,-0.0814753022814873,1.0,0.10269650028686174,1.0044544332916567,,,,,8.714497116729947e-05,249.10844074687608,0.0004912212530065673,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,4100,1743,,,
betweenness,Piecewise Linear Fit,0.9999984473929077,0.0718391335311104,-0.9526242105573692,1.0,0.5238095238095238,1.0255397988760035,0.14367826734489084,0.05082897675065405,0.00018159637664593088,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,4100,1743,,,
closeness,Michaelis-Menten Fit,0.9999988767614639,0.24785007950453672,-0.23046893952705585,0.9890992541594952,1.0,1.0022835029212556,,,,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,4100,1743,33961.02202786921,236875.98477231205,0.11864845218079978
clustering,Piecewise Linear Fit,0.9999999634550539,0.009256141002837047,0.0897994158090776,1.0,0.12736660929432014,1.0030632275544604,0.018512282005344206,-5.612082597461089,0.6304157798776394,,,,,glioma_mibitof:Brainiaqc_R3C5_whole_cell.tiff,4100,1743,,,
degree,Constant Fit,,0,0,1.0,0.0,,,,,3.69882026370576,,,,glioma_mibitof:Brainiaqc_R6C2_whole_cell.tiff,2665,1441,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0006939625260235946,,,,glioma_mibitof:Brainiaqc_R6C2_whole_cell.tiff,2665,1441,,,
betweenness,Piecewise Linear Fit,0.999993843914388,0.13831878796229827,-1.3245168810139003,1.0,0.78764746703678,1.0415204996223744,0.27663757650945164,0.04730018713244202,-0.0016029642756616625,,,,,glioma_mibitof:Brainiaqc_R6C2_whole_cell.tiff,2665,1441,,,
closeness,Piecewise Linear Fit,0.9999991174637772,0.13458034388027973,0.3289007881118374,0.9833448993754337,0.7699364855328158,1.0140177436987066,0.26916068769510615,-0.4112252655863754,0.22360889119113314,,,,,glioma_mibitof:Brainiaqc_R6C2_whole_cell.tiff,2665,1441,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5084346989274122,,,,glioma_mibitof:Brainiaqc_R6C2_whole_cell.tiff,2665,1441,,,
degree,Piecewise Linear Fit,0.9999999951015327,0.0752281085926781,0.17597544534610635,1.0,0.5638506876227898,1.0088696857477277,0.1504562171803064,-2.9794405488828355,1.4978249049305803,,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,306,509,,,
pagerank,Michaelis-Menten Fit,0.9999998065056299,0.23976426914569998,0.13796672773038568,1.0,1.0,1.0022471136814337,,,,,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,306,509,-18.944033304784128,17632.616456062085,0.0021246599684060802
betweenness,Piecewise Linear Fit,0.9999999999980335,0.18998168189335116,0.7225976791290639,1.0,0.9607072691552063,1.0035171957471198,0.37996271496230655,-5.8561818304413804e-05,2.6522350862172382e-05,,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,306,509,,,
closeness,Constant Fit,,0,0,0.7210216110019646,0.0,,,,,0.69703782862079,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,306,509,,,
clustering,Piecewise Linear Fit,0.9999995473705904,0.07145220876361268,0.35859901867167865,1.0,0.5402750491159135,1.0041980861087718,0.14290441750621982,-0.6803172473628851,0.18416595074576736,,,,,glioma_mibitof:CHOP_907_R11C2_whole_cell.tiff,306,509,,,
degree,Piecewise Linear Fit,0.9999974437227798,0.00812245968778988,-0.2459877511214465,1.0,0.10481099656357389,1.0269041844977405,0.0162449193755935,118.21729470086841,2.943293017823171,,,,,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,4131,1746,,,
pagerank,Piecewise Linear Fit,0.9999963076055519,0.0068818896699553295,-0.1370918019280743,1.0,0.09507445589919816,1.023284096121956,0.013763779475006779,0.010188137135248607,0.0004413219750319517,,,,,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,4131,1746,,,
betweenness,Piecewise Linear Fit,0.999994026209783,0.18257873596420182,-1.1268781321245085,1.0,0.9473081328751431,1.0931651956589155,0.3651574722146235,0.12757933553218115,-0.0026226501760273388,,,,,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,4131,1746,,,
closeness,Piecewise Linear Fit,0.9999999999999879,0.23774509722364345,-0.1630693522566053,0.9908361970217641,0.999421965317919,1.0000436528450685,0.47549019607427,0.029225271310636097,0.03566048518325633,,,,,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,4131,1746,,,
clustering,Exponential Saturation Fit,0.9999999939802261,0.006572550595512169,0.18705252938139488,1.0,0.15005727376861397,1.0141709860349977,,,,,-0.1804164882130219,105.4609121742645,0.5724698013037742,glioma_mibitof:CHOP_907_R10C1_whole_cell.tiff,4131,1746,,,
degree,Piecewise Linear Fit,0.9999999003013608,0.15691282344353683,0.2700155251453882,1.0,0.8911788953009069,1.06862975879748,0.3138256468837956,-9.573306946882328,7.065464444246143,,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,3410,1213,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0008244023083264633,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,3410,1213,,,
betweenness,Exponential Saturation Fit,0.9999999337350967,0.2162218860912173,-0.5166884040519473,1.0,1.0,1.007844612159858,,,,,45.319002650092074,0.0012141353766516082,0.011127269379650301,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,3410,1213,,,
closeness,Exponential Saturation Fit,0.9999999709097764,0.009653073933975902,0.2980345295183201,0.9843363561417972,0.19597989949748743,1.0017930287425325,,,,,-0.062279056165706864,71.805850333946,0.13562248218309722,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,3410,1213,,,
clustering,Michaelis-Menten Fit,0.9999977423986243,0.007358272087942226,0.1961417193134653,1.0,0.494641384995878,1.0213020352392257,,,,,,,,glioma_mibitof:CHOP_1101_R2C1_whole_cell.tiff,3410,1213,-0.25482125938684697,0.007617469022553013,0.7635471084904225
degree,Exponential Saturation Fit,0.9999980562242399,0.006093609034819694,-0.36932191795204183,1.0,0.13621721122871605,1.0383678996711136,,,,,5.127546534262638,113.74986097396587,4.378065661165839,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,9977,2173,,,
pagerank,Piecewise Linear Fit,0.9999987751646648,0.005207570514215573,-0.13837907638726943,1.0,0.0708697653014266,1.0207203722825693,0.010415141124239358,0.01087082224124977,0.00035248716291121307,,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,9977,2173,,,
betweenness,Exponential Saturation Fit,0.9999999750756945,0.07926673627792437,-1.0837169752516562,1.0,0.9383341003221353,1.0263799413506718,,,,,0.0030463143209103695,8.570113629303293,-0.00011602605016514944,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,9977,2173,,,
closeness,Michaelis-Menten Fit,0.999999999013978,0.20785784326274473,0.5831857131255858,0.9976990335941095,1.0,1.030054864905747,,,,,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,9977,2173,-0.5146433258981437,1.2481945324202264,0.19944389648861566
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.6473066090864172,,,,glioma_mibitof:CHOP_1101_R98C2_whole_cell.tiff,9977,2173,,,
degree,Piecewise Linear Fit,0.9999688955189439,0.011147540171063437,-0.27331348238062136,1.0,0.08647798742138364,1.020213453664911,0.022295080342140467,164.07086383075145,4.862913647359545,,,,,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,7956,1908,,,
pagerank,Exponential Saturation Fit,0.9999992212657792,0.003871311009303483,-0.19451705599893976,1.0,0.06708595387840671,1.0279775733989869,,,,,0.00017250009842288157,179.04699446385845,0.00035715600092977706,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,7956,1908,,,
betweenness,Piecewise Linear Fit,0.999998347847687,0.1371195934065379,-1.0128372303602193,1.0,0.9046121593291404,1.0885097858059836,0.27423918717091,0.07663862927132183,-0.00013319229018456352,,,,,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,7956,1908,,,
closeness,Piecewise Linear Fit,0.9999999999999877,0.18259012034529873,-0.13162884522361307,0.999475890985325,0.9994756161510225,1.0014984765169208,0.36518024163604523,0.038625103489965465,0.046526592729345416,,,,,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,7956,1908,,,
clustering,Michaelis-Menten Fit,0.9999997702648651,0.015221125898988034,0.10344950886812745,1.0,0.9669811320754716,1.012079742493715,,,,,,,,glioma_mibitof:CHOP_1101_R4C2_whole_cell.tiff,7956,1908,-0.1317126110274922,0.016605388536629802,0.6719068847767319
degree,Michaelis-Menten Fit,0.9999967500142966,0.009503437357646886,-0.23286709238402956,1.0,0.615539858728557,1.0265974075913962,,,,,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,7471,1982,3.042322928364621,0.009977109005711018,4.889307885669986
pagerank,Piecewise Linear Fit,0.9999995716683461,0.004872615371322992,-0.10700114581319072,1.0,0.055499495459132187,1.0134146140998066,0.009745230839308366,0.010081719514888635,0.000409976691407066,,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,7471,1982,,,
betweenness,Piecewise Linear Fit,0.9999997230924774,0.16237264955795266,-0.9784112897626266,1.0,0.9374369323915237,1.0980700819662865,0.32474529961177717,0.06548976008897818,0.00023463426070397393,,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,7471,1982,,,
closeness,Piecewise Linear Fit,0.9999906372511904,0.009554140137617998,0.24673692648793905,1.0,0.08123107971745712,1.0122141699931548,0.01910828027407771,-1.6497144464309375,0.07964179807705554,,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,7471,1982,,,
clustering,Michaelis-Menten Fit,0.9999991932807362,0.002783670071104606,0.16590197192052242,1.0,0.18213925327951563,1.0235978805946058,,,,,,,,glioma_mibitof:CHOP_1101_R6C2_whole_cell.tiff,7471,1982,-0.2118896943015077,0.002822926359566969,0.7393307792829992
degree,Michaelis-Menten Fit,0.9999991104960629,0.0016975266402455824,-0.2359142470170283,1.0,0.18190386427898209,1.006021143171586,,,,,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,1339,1061,0.9926800709726694,0.0017092565582174269,1.6020251804070553
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0009425070688030157,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,1339,1061,,,
betweenness,Piecewise Linear Fit,0.9999982884147891,0.11214495572682417,-0.7071547610779562,1.0,0.7181903864278982,1.0139805857087791,0.22428991189890238,0.05037346683623523,0.0023394042499464305,,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,1339,1061,,,
closeness,Piecewise Linear Fit,0.9999939634575816,0.08881256089152886,0.3748241468203235,0.9349670122525919,0.5856854838709677,1.0282113103506099,0.17762512176640693,-1.0667717487571196,0.34750854565423345,,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,1339,1061,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.24779932079649325,,,,glioma_mibitof:CHOP_907_R10C10_whole_cell.tiff,1339,1061,,,
degree,Piecewise Linear Fit,0.9999998916683632,0.12790191386511268,0.058114975858305475,1.0,0.7828200972447326,1.00218267485367,0.2558038277121095,-1.4120547767105422,3.2883147972063407,,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,1910,1234,,,
pagerank,Piecewise Linear Fit,0.9999996424181767,0.008307623736664571,-0.09228392193931241,1.0,0.11183144246353323,1.0066710589781744,0.016615247672343344,0.008348774790276032,0.0006822185481237643,,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,1910,1234,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,0.008446830845061036,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,1910,1234,,,
closeness,Constant Fit,,0,0,0.9748784440842788,0.0,,,,,0.10070158953930425,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,1910,1234,,,
clustering,Michaelis-Menten Fit,0.9999993828210427,0.002937965627158827,0.22770762373529352,1.0,0.26904376012965964,1.0044331598479146,,,,,,,,glioma_mibitof:CHOP_907_R10C13_whole_cell.tiff,1910,1234,-0.1862622239457141,0.0029746496019642365,0.49901001062113215
degree,Piecewise Linear Fit,0.9999972403396683,0.1071138084073183,0.14342729703606336,1.0,0.648418491484185,1.014314441302381,0.21422761680807165,-3.2632562972355617,2.7865920098399073,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,968,822,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0012165450121654504,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,968,822,,,
betweenness,Michaelis-Menten Fit,0.9999997092230056,0.24556518836977026,0.8900587835971238,1.0,1.0,1.0036097937126987,,,,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,968,822,-6.266895243498835,8905.88348681259,0.000366933035757876
closeness,Piecewise Linear Fit,0.9999949491328866,0.11949069269248393,-0.23520194285629062,0.9087591240875912,0.7175368139223561,1.0224444522406515,0.23898138541894046,0.7034512781794842,0.2733216117115418,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,968,822,,,
clustering,Piecewise Linear Fit,0.9999999181522903,0.09540606787144895,0.15348801986943209,1.0,0.6034063260340633,1.0028856851541188,0.1908121357057288,-0.5133624474579198,0.3680770152103491,,,,,glioma_mibitof:CHOP_907_R10C14_whole_cell.tiff,968,822,,,
degree,Piecewise Linear Fit,0.9999999948499796,0.19966944711813717,-0.10492270375451117,1.0,0.9598438371444507,1.0090669432915198,0.399338894252205,2.50679772512152,4.269941993423546,,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,4187,1793,,,
pagerank,Exponential Saturation Fit,0.999998822640854,0.0029500490986920933,-0.06015288629843429,1.0,0.10262130507529281,1.0029314867046808,,,,,6.370700998834972e-05,234.9607032591333,0.0004976888652338631,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,4187,1793,,,
betweenness,Michaelis-Menten Fit,0.9999999947217647,0.10300844182016271,-0.9176935314652587,1.0,1.0,1.0352657393803193,,,,,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,4187,1793,0.03726719126671086,0.17833194283010456,0.0012237809380728313
closeness,Piecewise Linear Fit,0.9999993885092696,0.016292198231425848,0.25779343992756043,0.992749581706637,0.16348314606741574,1.0018926049172627,0.0325843964597285,-1.0433086263777949,0.0829334910565484,,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,4187,1793,,,
clustering,Piecewise Linear Fit,0.9999999985272271,0.01629220061135955,0.09354368111377086,1.0,0.16397099832682654,1.0047197591395836,0.03258440122166495,-3.0911990346941263,0.5887465800148498,,,,,glioma_mibitof:CHOP_1101_R9C3_whole_cell.tiff,4187,1793,,,
degree,Exponential Saturation Fit,0.999997480505874,0.0033206311047511206,-0.19889482933004654,1.0,0.10808435852372583,1.0082845274549506,,,,,1.1557607293800358,208.7395915438109,2.3275765877435575,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,1942,1138,,,
pagerank,Exponential Saturation Fit,0.9999917641937889,0.0010505319329147643,-0.14431701973764288,1.0,0.06678383128295255,1.008970161413115,,,,,0.00022380520165584427,659.805487130627,0.0006634916930363867,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,1942,1138,,,
betweenness,Piecewise Linear Fit,0.9999899213906847,0.16096614288036337,-1.0231857582274815,1.0,0.8550087873462214,1.0798857398489807,0.32193228627268994,0.06288191925531512,-0.0002293650477490468,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,1942,1138,,,
closeness,Michaelis-Menten Fit,0.9999992402854766,0.09801753900875833,0.5070484301576036,0.9789103690685413,1.0,1.0235148186393166,,,,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,1942,1138,-0.23873740150269676,0.16322779854030128,0.2662278436948488
clustering,Piecewise Linear Fit,0.9999995284679565,0.11307714483961087,0.19122079324697974,1.0,0.6985940246045694,1.013467113807155,0.22615428964150794,-0.5996601133343743,0.42241287481446693,,,,,glioma_mibitof:CHOP_907_R12C12_whole_cell.tiff,1942,1138,,,
degree,Michaelis-Menten Fit,0.9999998718829124,0.21504352006060654,0.6950948106206719,1.0,1.0,1.0009414400780337,,,,,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,38,128,-109678.26414833961,74547.91009977573,0.7715430282711115
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.007812499999999999,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,38,128,,,
betweenness,Constant Fit,,0,0,1.0,0.0,,,,,4.8822022247219096e-05,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,38,128,,,
closeness,Constant Fit,,0,0,0.4140625,0.0,,,,,0.8181393805291229,,,,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,38,128,,,
clustering,Exponential Saturation Fit,0.999981104443626,0.0018690655379153913,0.5831474649848596,1.0,0.140625,1.0014925357701705,,,,,-0.1495531932193466,370.8522612865065,0.20300590578185218,glioma_mibitof:CHOP_907_R11C7_whole_cell.tiff,38,128,,,
degree,Exponential Saturation Fit,0.9999997801271161,0.0025661977616163755,-0.12331517893980004,1.0,0.10291060291060292,1.0009306429926939,,,,,0.5602526967993178,270.1066888722017,1.9915027470764541,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,1213,962,,,
pagerank,Michaelis-Menten Fit,0.9999989590320557,0.0009634725744910612,-0.1041124927935569,1.0,0.12681912681912683,1.0016343058690784,,,,,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,1213,962,0.00019831104455794382,0.0009672455833259997,0.000851565791547106
betweenness,Piecewise Linear Fit,0.9999975894848746,0.17156860726153017,-0.9112105651775131,1.0,0.9022869022869023,1.027552914402903,0.3431372357861291,0.0016137708958998368,2.6978728123107802e-05,,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,1213,962,,,
closeness,Piecewise Linear Fit,0.999999525461108,0.02550734683913352,0.18244831590766034,0.9480249480249481,0.22916666666666666,1.0100417058387712,0.05101469367625732,-2.538397779398664,0.41963072060051426,,,,,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,1213,962,,,
clustering,Exponential Saturation Fit,0.9999966145742171,0.00017396226932387494,0.29207238613989966,1.0,0.028066528066528068,1.0038057447103232,,,,,-0.2618161842601125,3984.468492138508,0.5791123672604994,glioma_mibitof:CHOP_907_R10C4_whole_cell.tiff,1213,962,,,
degree,Michaelis-Menten Fit,0.9999902070075352,0.026124361502410695,-0.27899316824674025,1.0,1.0,1.051130026748879,,,,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,11955,2963,4.089964101551484,0.029215922891308487,4.989644511744434
pagerank,Piecewise Linear Fit,0.9999999389828577,0.004648812738718533,-0.11017132553008793,1.0,0.056699291258859266,1.014809798278016,0.00929762560543248,0.00726402989384416,0.0002727453930179567,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,11955,2963,,,
betweenness,Piecewise Linear Fit,0.9999997413794728,0.16030345397616708,-0.8874503352844179,1.0,0.8565642929463382,1.1116283524788948,0.3206069087265425,0.041410935908033235,0.0008418952299410813,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,11955,2963,,,
closeness,Piecewise Linear Fit,0.999999999999982,0.24688083020678614,-0.16239424611755796,0.9993250084373946,0.999662276258021,1.0041071455233328,0.49376166197535687,0.03161521735476563,0.04025803346381251,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,11955,2963,,,
clustering,Piecewise Linear Fit,0.9999991510032074,0.013895413253359995,0.08384925531674312,1.0,0.11913601079986501,1.0105108412959345,0.02779082650595453,-3.630748436883898,0.6521346856411667,,,,,glioma_mibitof:Brainiaqc_R7C4_whole_cell.tiff,11955,2963,,,
degree,Piecewise Linear Fit,0.9999994926783164,0.006062582800672216,-0.20325744795264095,1.0,0.09855334538878843,1.009987486840353,0.012125165601359527,80.31965461954114,1.9087588310834762,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,1559,1106,,,
pagerank,Piecewise Linear Fit,0.9999992274375513,0.005880740865019575,-0.12527822095201824,1.0,0.09764918625678119,1.0098247459349248,0.011761481797769839,0.017365072756525927,0.0007130220891512137,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,1559,1106,,,
betweenness,Piecewise Linear Fit,0.9999999990378617,0.2336871480310292,-1.0599095593459493,1.0,0.9945750452079566,1.0534882751585166,0.4673743058337991,0.004782917449683026,-6.317647387727247e-05,,,,,glioma_mibitof:CHOP_907_R11C4_whole_cell.tiff,1559,1106,,,
